Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;Battery(mV);PosX(m);PosY(m);Angle(rad);Dist
133;0.2593;0.2667;-0.0345;-0.0000;48;46;12154;16.1145;0.0687;0.2308;1.5748
134;0.2593;0.2667;-0.0690;-0.0000;52;52;12154;16.3435;0.0687;0.2308;1.5748
135;0.2593;0.2704;-0.0345;-0.0000;52;52;12205;16.6183;0.0687;0.2308;1.6548
136;0.2593;0.2704;-0.0345;-0.0000;54;52;12154;16.8931;0.0687;0.2308;1.6548
137;0.2630;0.2741;-0.0690;-0.0000;56;54;12154;17.1679;0.0687;0.2308;1.6548
138;0.2667;0.2778;-0.0000;-0.0000;54;50;12154;17.4809;0.0763;0.2308;1.7348
139;0.2704;0.2778;0.0690;-0.0000;52;48;12205;17.7939;0.0763;0.2308;1.7348
140;0.2741;0.2815;-0.0690;-0.0000;48;48;12205;18.1069;0.0763;0.2308;1.7348
141;0.2741;0.2815;-0.0690;-0.0000;50;50;12205;18.3817;0.0763;0.2308;1.8147
142;0.2741;0.2852;-0.0690;-0.0000;54;52;12205;18.6565;0.0763;0.2308;1.8147
143;0.2778;0.2852;-0.0690;-0.0000;52;50;12154;18.9695;0.0763;0.2308;1.8947
144;0.2778;0.2889;-0.0690;-0.0000;54;54;12154;19.2443;0.0840;0.2089;1.8947
145;0.2778;0.2889;-0.1034;-0.0000;56;56;12154;19.5115;0.0840;0.2089;1.8947
146;0.2778;0.2926;-0.0690;-0.0000;60;60;12205;19.7863;0.0840;0.2089;1.9746
147;0.2815;0.2926;-0.0345;-0.0000;60;58;12154;20.0992;0.0840;0.2089;1.9746
148;0.2852;0.2963;-0.0345;-0.0000;54;54;12154;20.4504;0.0840;0.2089;1.9746
149;0.2889;0.3000;-0.0000;-0.0000;54;52;12154;20.7634;0.0840;0.2089;2.0546
150;0.2926;0.3000;0.0345;-0.0000;54;52;12154;21.0763;0.0916;0.2089;2.0546
151;0.2926;0.3037;-0.0000;-0.0000;54;52;12154;21.3893;0.0916;0.2089;2.1346
152;0.2963;0.3037;0.0345;-0.0000;56;52;12154;21.7023;0.0916;0.2089;2.1346
153;0.2926;0.3074;-0.0000;-0.0000;60;58;12154;21.9771;0.0916;0.2089;2.1346
154;0.2963;0.3074;-0.0345;-0.0000;60;60;12154;22.2901;0.0916;0.2089;2.2145
155;0.2926;0.3111;-0.0000;-0.0000;65;62;12103;22.6031;0.0916;0.2089;2.2145
156;0.3000;0.3111;-0.0345;-0.0000;62;60;12154;22.9542;0.0992;0.2089;2.2945
157;0.3074;0.3148;-0.1034;-0.0000;54;54;12154;23.3511;0.0992;0.2089;2.2945
158;0.3074;0.3148;-0.0690;-0.0000;56;54;12154;23.6641;0.0992;0.2089;2.2945
159;0.3148;0.3185;-0.0690;-0.0000;50;48;12154;24.0534;0.0992;0.2089;2.3744
160;0.3148;0.3185;-0.1379;-0.0000;52;52;12205;24.3664;0.0992;0.2089;2.3744
161;0.3148;0.3222;-0.1034;-0.0000;54;54;12205;24.6794;0.0992;0.1869;2.4544
162;0.3148;0.3259;-0.1379;-0.0000;56;58;12154;24.9924;0.1069;0.1869;2.4544
163;0.3185;0.3259;-0.1379;-0.0000;54;56;12154;25.3435;0.1069;0.1869;2.5344
164;0.3185;0.3296;-0.1379;-0.0000;58;60;12154;25.6565;0.1069;0.1649;2.5344
165;0.3222;0.3296;-0.1034;-0.0000;58;58;12154;26.0076;0.1069;0.1649;2.5344
166;0.3259;0.3333;-0.0345;-0.0000;54;52;12103;26.3969;0.1069;0.1649;2.6143
167;0.3296;0.3333;-0.0000;-0.0000;54;52;12205;26.7481;0.1069;0.1649;2.6143
168;0.3333;0.3370;0.0690;-0.0000;54;52;12154;27.1069;0.1069;0.1869;2.6943
169;0.3296;0.3370;0.0690;-0.0000;58;56;12154;27.4198;0.1145;0.1869;2.6943
170;0.3296;0.3407;0.1034;-0.0000;62;58;12205;27.7328;0.1145;0.1869;2.6943
171;0.3296;0.3407;-0.0000;-0.0000;62;60;12154;28.0840;0.1145;0.1869;2.7742
172;0.3370;0.3444;-0.1724;-0.0000;56;58;12103;28.4733;0.1145;0.1869;2.7742
173;0.3407;0.3444;-0.1724;-0.0000;54;56;12103;28.8626;0.1145;0.1649;2.8542
174;0.3407;0.3481;-0.2069;-0.0000;54;56;12154;29.2137;0.1145;0.1649;2.8542
175;0.3444;0.3519;-0.2759;-0.0000;56;58;12154;29.5649;0.1221;0.1430;2.9342
176;0.3481;0.3519;-0.2069;-0.0000;54;56;12154;29.9618;0.1221;0.1430;2.9342
177;0.3481;0.3556;-0.0690;-0.0000;56;56;12205;30.3130;0.1221;0.1430;3.0141
178;0.3481;0.3556;-0.0345;-0.0000;58;58;12154;30.6641;0.1221;0.1210;3.0141
179;0.3481;0.3593;0.0345;-0.0000;62;60;12154;31.0153;0.1221;0.1430;3.0941
180;0.3519;0.3593;0.0345;-0.0000;60;58;12103;31.4046;0.1221;0.1430;3.0941
181;0.3556;0.3630;0.0690;-0.0000;58;56;12154;31.7939;0.1221;0.1430;3.1741
182;0.3630;0.3630;0.0690;-0.0000;54;50;12154;32.2290;0.1221;0.1430;3.1741
183;0.3630;0.3667;0.0690;-0.0000;58;54;12154;32.5802;0.1298;0.1430;3.2540
184;0.3593;0.3667;0.1724;-0.0000;62;56;12154;32.9313;0.1298;0.1649;3.2540
185;0.3593;0.3704;-0.0000;-0.0000;62;60;12154;33.3206;0.1298;0.1649;3.2540
186;0.3593;0.3704;-0.1724;-0.0000;64;65;12154;33.7176;0.1298;0.1649;3.3340
187;0.3593;0.3741;-0.1724;-0.0000;67;69;12103;34.0687;0.1298;0.1430;3.3340
188;0.3667;0.3778;-0.2414;-0.0000;62;65;12154;34.4962;0.1298;0.1430;3.4139
189;0.3667;0.3778;-0.2414;-0.0000;62;64;12154;34.8855;0.1298;0.1210;3.4139
190;0.3778;0.3815;-0.2414;-0.0000;54;58;12103;35.3588;0.1374;0.0990;3.4939
191;0.3778;0.3815;-0.2414;-0.0000;54;58;12154;35.7481;0.1374;0.0990;3.5739
192;0.3778;0.3852;-0.2069;-0.0000;60;62;12154;36.0992;0.1374;0.0770;3.5739
193;0.3778;0.3852;-0.2069;-0.0000;60;64;12154;36.4886;0.1374;0.0770;3.5739
194;0.3778;0.3889;-0.1379;-0.0000;62;64;12103;36.8855;0.1374;0.0551;3.6538
195;0.3815;0.3889;-0.0690;-0.0000;60;60;12154;37.3511;0.1374;0.0551;3.7338
196;0.3852;0.3926;-0.0690;-0.0000;62;62;12154;37.7863;0.1374;0.0551;3.7338
197;0.3889;0.3926;-0.0690;-0.0000;60;60;12103;38.2137;0.1374;0.0551;3.8137
198;0.3852;0.3963;-0.0690;-0.0000;65;65;12154;38.5649;0.1374;0.0551;3.8137
199;0.3926;0.4000;-0.0345;-0.0000;60;60;12103;39.0305;0.1374;0.0551;3.8937
200;0.3963;0.4000;-0.0000;-0.0000;60;58;12103;39.4656;0.1374;0.0551;3.8937
201;0.4000;0.4037;-0.1379;-0.0000;56;58;12103;39.8931;0.1374;0.0551;3.9737
202;0.4037;0.4037;-0.2069;-0.0000;54;58;12154;40.3282;0.1374;0.0331;3.9737
203;0.4000;0.4074;-0.1379;-0.0000;58;60;12154;40.7176;0.1374;0.0331;4.0536
204;0.4074;0.4074;-0.1724;-0.0000;54;56;12154;41.1832;0.1374;0.0111;4.0536
205;0.4111;0.4111;-0.1724;-0.0000;54;56;12154;41.6183;0.1374;0.0111;4.1336
206;0.4074;0.4111;-0.0690;-0.0000;58;60;12205;42.0076;0.1374;0.0111;4.1336
207;0.4111;0.4148;-0.1034;-0.0000;58;60;12154;42.4733;0.1374;0.0111;4.2135
208;0.4074;0.4148;-0.0000;-0.0000;64;64;12154;42.8702;0.1450;0.0111;4.2135
209;0.4148;0.4185;0.0345;-0.0000;60;60;12154;43.3359;0.1450;0.0111;4.2935
210;0.4111;0.4185;0.0345;-0.0000;65;64;12154;43.7252;0.1450;0.0111;4.2935
211;0.4185;0.4222;0.0690;-0.0000;62;60;12103;44.1985;0.1450;0.0111;4.3735
212;0.4222;0.4259;0.0690;-0.0000;60;58;12103;44.6641;0.1450;0.0111;4.4534
213;0.4222;0.4259;0.1379;-0.0000;62;58;12154;45.1374;0.1450;0.0331;4.4534
214;0.4222;0.4296;0.1034;-0.0000;64;60;12154;45.5649;0.1450;0.0331;4.5334
215;0.4259;0.4296;-0.0000;-0.0000;60;58;12154;46.0382;0.1450;0.0331;4.5334
216;0.4222;0.4333;-0.0690;-0.0000;64;64;12154;46.4275;0.1450;0.0331;4.6133
217;0.4296;0.4333;-0.1379;-0.0000;62;64;12154;46.8931;0.1450;0.0331;4.6133
218;0.4296;0.4370;-0.1724;-0.0000;64;65;12103;47.3664;0.1450;0.0111;4.6933
219;0.4296;0.4370;-0.2414;-0.0000;65;67;12154;47.8321;0.1450;0.0111;4.7733
220;0.4296;0.4407;-0.2414;-0.0000;65;71;12154;48.2672;0.1450;-0.0109;4.7733
221;0.4259;0.4407;-0.1724;-0.0000;73;75;12103;48.6947;0.1450;-0.0109;4.8532
222;0.4296;0.4444;-0.1034;-0.0000;71;73;12051;49.2061;0.1450;-0.0328;4.8532
223;0.4370;0.4444;-0.1034;-0.0000;67;67;12103;49.7099;0.1450;-0.0328;4.9332
224;0.4407;0.4481;-0.1379;-0.0000;65;67;12103;50.1832;0.1450;-0.0328;5.0132
225;0.4481;0.4519;-0.0000;-0.0000;62;62;12103;50.7328;0.1450;-0.0328;5.0132
226;0.4481;0.4519;-0.1379;-0.0000;62;64;12103;51.1985;0.1450;-0.0328;5.0931
227;0.4519;0.4556;-0.1379;-0.0000;62;64;12154;51.6718;0.1450;-0.0548;5.0931
228;0.4481;0.4556;-0.1034;-0.0000;65;67;12103;52.0992;0.1450;-0.0548;5.1731
229;0.4519;0.4593;-0.1034;-0.0000;65;67;12103;52.5649;0.1450;-0.0548;5.2530
230;0.4519;0.4593;-0.1034;-0.0000;65;67;12154;53.0382;0.1450;-0.0548;5.2530
231;0.4593;0.4630;-0.2414;-0.0000;62;65;12103;53.5496;0.1450;-0.0768;5.3330
232;0.4630;0.4630;-0.2069;-0.0000;60;64;12103;54.0534;0.1374;-0.0768;5.3330
233;0.4704;0.4667;-0.2069;-0.0000;52;58;12103;54.6031;0.1374;-0.0988;5.4130
234;0.4704;0.4667;-0.1724;-0.0000;56;60;12154;55.0687;0.1374;-0.0988;5.4929
235;0.4741;0.4704;-0.1034;-0.0000;54;58;12154;55.6183;0.1374;-0.1207;5.4929
236;0.4741;0.4704;-0.0345;-0.0000;58;60;12154;56.0916;0.1374;-0.1207;5.5729
237;0.4741;0.4741;0.0690;-0.0000;62;60;12154;56.5573;0.1374;-0.0988;5.6528
238;0.4741;0.4778;0.0345;-0.0000;64;64;12154;57.0305;0.1374;-0.0988;5.6528
239;0.4741;0.4778;-0.0000;-0.0000;62;62;12154;57.5344;0.1374;-0.0988;5.7328
240;0.4741;0.4815;0.0345;-0.0000;65;65;12103;58.0076;0.1374;-0.0988;5.7328
241;0.4815;0.4815;-0.0000;-0.0000;60;60;12154;58.5496;0.1298;-0.0988;5.8128
242;0.4852;0.4852;0.0345;-0.0000;60;60;12154;59.0611;0.1298;-0.0988;5.8927
243;0.4815;0.4852;0.0690;-0.0000;64;64;12154;59.5344;0.1298;-0.0988;5.8927
244;0.4852;0.4889;0.0690;-0.0000;64;62;12154;60.0382;0.1298;-0.0768;5.9727
245;0.4889;0.4889;0.0690;-0.0000;64;62;12154;60.5496;0.1298;-0.0768;6.0526
246;0.4889;0.4926;0.1724;-0.0000;64;62;12103;61.0534;0.1298;-0.0768;6.0526
247;0.4926;0.4926;0.2414;-0.0000;65;62;12154;61.5649;0.1298;-0.0548;6.1326
248;0.4963;0.4963;0.2414;-0.0000;62;58;12154;62.1145;0.1298;-0.0328;6.1326
249;0.4926;0.5000;0.1379;-0.0000;65;64;12154;62.5802;0.1298;-0.0328;6.2126
250;0.4963;0.5000;0.1379;-0.0000;65;64;12103;63.0916;0.1298;-0.0328;6.2925
251;0.5000;0.5000;0.1034;-0.0000;60;60;12154;63.6412;0.1298;-0.0109;6.2925
252;0.5000;0.5000;0.0345;-0.0000;58;58;12154;64.1450;0.1298;-0.0109;6.3725
253;0.5000;0.5000;0.1034;-0.0000;58;58;12154;64.6565;0.1298;-0.0109;6.4525
254;0.5037;0.5000;0.0690;-0.0000;58;56;12154;65.1603;0.1298;-0.0109;6.4525
255;0.5000;0.5000;0.0345;-0.0000;60;60;12205;65.6336;0.1298;0.0111;6.5324
256;0.4963;0.5000;0.1034;-0.0000;65;64;12154;66.1450;0.1298;0.0111;6.6124
257;0.4963;0.5000;0.0690;-0.0000;64;62;12154;66.6489;0.1298;0.0111;6.6124
258;0.4926;0.5000;0.1034;-0.0000;65;64;12154;67.1603;0.1298;0.0111;6.6923
259;0.4963;0.5000;0.1379;-0.0000;65;64;12154;67.6641;0.1298;0.0331;6.6923
260;0.4963;0.5000;0.1034;-0.0000;64;62;12154;68.1756;0.1298;0.0331;6.7723
261;0.5037;0.5000;0.1379;-0.0000;56;54;12103;68.7634;0.1298;0.0551;6.8523
262;0.5074;0.5000;0.2069;-0.0000;52;48;12154;69.3130;0.1298;0.0551;6.8523
263;0.5037;0.5000;0.1379;-0.0000;56;52;12205;69.7786;0.1298;0.0551;6.9322
264;0.5074;0.5000;0.2069;-0.0000;52;48;12205;70.3282;0.1298;0.0770;7.0122
265;0.5037;0.5000;0.1724;-0.0000;56;52;12205;70.7939;0.1298;0.0990;7.0122
266;0.5037;0.5000;0.1724;-0.0000;54;52;12205;71.3053;0.1374;0.0990;7.0921
267;0.5000;0.5000;0.2069;-0.0000;58;56;12205;71.7710;0.1374;0.1210;7.1721
268;0.4926;0.5000;0.2069;-0.0000;65;62;12154;72.2061;0.1374;0.1210;7.1721
269;0.4926;0.5000;0.2069;-0.0000;67;65;12205;72.7099;0.1374;0.1430;7.2521
