Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;VelP;VelI;AngP;AngI;RotationFF
1416;0.1963;0.2000;0.0690;-0.0000;44;38;0.0005;0.1588;-0.0040;-0.0052;-0.0024
1417;0.1926;0.2000;-0.0000;-0.0000;46;44;0.0222;0.1591;-0.0011;-0.0052;-0.0024
1418;0.1926;0.2000;-0.0690;-0.0000;48;46;0.0240;0.1595;0.0016;-0.0052;-0.0024
1419;0.1926;0.2000;-0.1379;-0.0000;46;46;0.0218;0.1595;0.0050;-0.0052;-0.0024
1420;0.1926;0.2000;-0.1379;-0.0000;46;46;0.0218;0.1599;0.0065;-0.0052;-0.0024
1421;0.1926;0.2000;-0.1724;-0.0000;46;46;0.0218;0.1602;0.0067;-0.0052;-0.0024
1422;0.1926;0.2000;-0.1379;-0.0000;46;46;0.0222;0.1606;0.0055;-0.0050;-0.0024
1423;0.1889;0.2000;-0.1724;-0.0000;50;50;0.0419;0.1610;0.0065;-0.0050;-0.0024
1424;0.1926;0.2000;-0.1379;-0.0000;46;46;0.0207;0.1613;0.0060;-0.0050;-0.0024
1425;0.1963;0.2000;-0.2069;-0.0000;40;42;0.0002;0.1613;0.0089;-0.0050;-0.0024
1426;0.1926;0.2000;-0.1724;-0.0000;46;48;0.0218;0.1613;0.0079;-0.0048;-0.0024
1427;0.1963;0.2000;-0.1724;-0.0000;40;44;0.0024;0.1613;0.0079;-0.0048;-0.0024
1428;0.1926;0.2000;-0.1034;-0.0000;46;46;0.0244;0.1617;0.0045;-0.0048;-0.0024
1429;0.1889;0.2000;-0.0000;-0.0000;52;50;0.0438;0.1624;-0.0016;-0.0048;-0.0024
1430;0.1889;0.2000;0.0345;-0.0000;52;48;0.0408;0.1628;-0.0033;-0.0048;-0.0024
1431;0.1889;0.2000;0.0690;-0.0000;52;48;0.0390;0.1632;-0.0045;-0.0048;-0.0024
1432;0.1963;0.2000;0.0345;-0.0000;44;40;0.0002;0.1632;-0.0031;-0.0048;-0.0024
1433;0.2037;0.2000;-0.0000;-0.0000;38;36;-0.0189;0.1632;-0.0016;-0.0048;-0.0024
1434;0.2000;0.2000;-0.1379;-0.0000;38;38;-0.0148;0.1628;0.0048;-0.0048;-0.0024
1435;0.1963;0.2000;-0.1724;-0.0000;44;44;0.0082;0.1632;0.0067;-0.0048;-0.0024
1436;0.1963;0.2000;-0.2069;-0.0000;42;46;0.0097;0.1632;0.0094;-0.0048;-0.0024
1437;0.1963;0.2000;-0.1724;-0.0000;44;46;0.0126;0.1632;0.0074;-0.0045;-0.0024
1438;0.1963;0.2000;-0.1034;-0.0000;44;46;0.0134;0.1635;0.0045;-0.0045;-0.0024
1439;0.2000;0.2000;-0.1379;-0.0000;40;40;-0.0071;0.1635;0.0062;-0.0045;-0.0024
1440;0.2037;0.2000;-0.1034;-0.0000;36;36;-0.0236;0.1632;0.0035;-0.0045;-0.0024
1441;0.2074;0.2000;-0.1034;-0.0000;32;34;-0.0386;0.1628;0.0045;-0.0045;-0.0024
1442;0.2000;0.2000;-0.1034;-0.0000;38;38;-0.0130;0.1624;0.0048;-0.0043;-0.0024
1443;0.2000;0.2000;-0.0690;-0.0000;40;40;-0.0093;0.1624;0.0023;-0.0043;-0.0024
1444;0.1963;0.2000;-0.0345;-0.0000;46;44;0.0130;0.1624;0.0004;-0.0043;-0.0024
1445;0.1963;0.2000;-0.0000;-0.0000;46;44;0.0141;0.1628;-0.0009;-0.0043;-0.0024
1446;0.2000;0.2000;0.0690;-0.0000;42;38;-0.0027;0.1628;-0.0045;-0.0045;-0.0024
1447;0.2000;0.2000;0.1034;-0.0000;44;38;-0.0020;0.1628;-0.0060;-0.0045;-0.0024
1448;0.1926;0.2000;0.2069;-0.0000;50;44;0.0200;0.1628;-0.0106;-0.0045;-0.0024
1449;0.1963;0.2000;0.2069;-0.0000;46;38;0.0005;0.1628;-0.0114;-0.0048;-0.0024
1450;0.1926;0.2000;0.1379;-0.0000;50;44;0.0222;0.1632;-0.0084;-0.0048;-0.0024
1451;0.1926;0.2000;0.1034;-0.0000;48;44;0.0222;0.1635;-0.0067;-0.0048;-0.0024
1452;0.1963;0.2000;0.1034;-0.0000;44;40;0.0027;0.1635;-0.0060;-0.0048;-0.0024
1453;0.1963;0.2000;0.0690;-0.0000;46;40;0.0046;0.1635;-0.0045;-0.0048;-0.0024
1454;0.1963;0.2000;0.1034;-0.0000;46;40;0.0060;0.1635;-0.0052;-0.0050;-0.0024
1455;0.1963;0.2000;-0.1379;-0.0000;44;44;0.0075;0.1635;0.0057;-0.0048;-0.0024
1456;0.1963;0.2000;-0.2414;-0.0000;42;46;0.0104;0.1639;0.0104;-0.0048;-0.0024
1457;0.1926;0.2000;-0.2069;-0.0000;48;50;0.0309;0.1643;0.0099;-0.0048;-0.0024
1458;0.1926;0.2000;-0.3103;-0.0000;46;50;0.0287;0.1646;0.0136;-0.0045;-0.0024
1459;0.1889;0.2000;-0.2759;-0.0000;50;54;0.0474;0.1650;0.0128;-0.0045;-0.0024
1460;0.1889;0.2000;-0.2759;-0.0000;50;54;0.0449;0.1657;0.0116;-0.0043;-0.0024
1461;0.1963;0.2000;-0.2414;-0.0000;40;46;0.0035;0.1657;0.0114;-0.0043;-0.0024
1462;0.2000;0.2000;-0.1379;-0.0000;38;40;-0.0141;0.1654;0.0050;-0.0043;-0.0024
1463;0.2037;0.2000;-0.0345;-0.0000;36;36;-0.0302;0.1650;0.0011;-0.0043;-0.0024
1464;0.2000;0.2000;0.0345;-0.0000;42;40;-0.0057;0.1650;-0.0028;-0.0043;-0.0024
1465;0.1926;0.2000;0.1034;-0.0000;52;48;0.0364;0.1654;-0.0060;-0.0043;-0.0024
1466;0.1889;0.2000;0.1379;-0.0000;56;52;0.0544;0.1661;-0.0077;-0.0043;-0.0024
1467;0.1926;0.2000;0.0690;-0.0000;50;48;0.0317;0.1665;-0.0045;-0.0043;-0.0024
1468;0.1963;0.2000;-0.0345;-0.0000;46;44;0.0108;0.1668;0.0009;-0.0043;-0.0024
1469;0.2000;0.2000;-0.0690;-0.0000;40;40;-0.0075;0.1665;0.0018;-0.0043;-0.0024
1470;0.2037;0.2000;-0.0690;-0.0000;38;38;-0.0229;0.1665;0.0016;-0.0043;-0.0024
1471;0.1963;0.2000;-0.1379;-0.0000;42;44;0.0013;0.1665;0.0052;-0.0043;-0.0024
1472;0.2000;0.2000;-0.1379;-0.0000;38;40;-0.0178;0.1661;0.0060;-0.0043;-0.0024
1473;0.2000;0.2000;-0.1034;-0.0000;38;40;-0.0137;0.1661;0.0043;-0.0043;-0.0024
1474;0.2000;0.2000;-0.1724;-0.0000;38;40;-0.0101;0.1657;0.0082;-0.0040;-0.0024
1475;0.2037;0.2000;-0.1034;-0.0000;36;36;-0.0266;0.1654;0.0045;-0.0040;-0.0024
1476;0.2037;0.2000;-0.1379;-0.0000;36;38;-0.0218;0.1654;0.0055;-0.0040;-0.0024
1477;0.1963;0.2000;-0.1379;-0.0000;40;44;0.0020;0.1654;0.0062;-0.0040;-0.0024
1478;0.1963;0.2000;-0.1034;-0.0000;44;44;0.0042;0.1654;0.0038;-0.0040;-0.0024
1479;0.1963;0.2000;-0.0345;-0.0000;44;44;0.0060;0.1654;0.0011;-0.0040;-0.0024
1480;0.2000;0.2000;-0.0000;-0.0000;40;38;-0.0123;0.1654;-0.0001;-0.0040;-0.0024
1481;0.2037;0.2000;0.0690;-0.0000;36;34;-0.0284;0.1650;-0.0038;-0.0040;-0.0024
1482;0.2037;0.2000;0.1034;-0.0000;38;36;-0.0233;0.1646;-0.0057;-0.0040;-0.0024
1483;0.2037;0.2000;0.1034;-0.0000;40;36;-0.0189;0.1646;-0.0052;-0.0040;-0.0024
1484;0.1963;0.2000;0.0690;-0.0000;46;40;0.0057;0.1646;-0.0048;-0.0040;-0.0024
1485;0.1963;0.2000;-0.0000;-0.0000;44;44;0.0075;0.1646;-0.0013;-0.0040;-0.0024
1486;0.1926;0.2000;-0.0000;-0.0000;48;48;0.0277;0.1650;-0.0004;-0.0040;-0.0024
1487;0.1963;0.2000;-0.0690;-0.0000;44;44;0.0075;0.1650;0.0018;-0.0040;-0.0024
1488;0.1963;0.2000;-0.1034;-0.0000;44;44;0.0090;0.1650;0.0043;-0.0040;-0.0024
1489;0.1963;0.2000;-0.1034;-0.0000;44;46;0.0101;0.1654;0.0043;-0.0040;-0.0024
1490;0.1963;0.2000;-0.1034;-0.0000;44;46;0.0115;0.1654;0.0043;-0.0040;-0.0024
1491;0.1963;0.2000;-0.0690;-0.0000;44;46;0.0126;0.1657;0.0031;-0.0040;-0.0024
1492;0.1963;0.2000;-0.1034;-0.0000;46;46;0.0134;0.1657;0.0038;-0.0040;-0.0024
1493;0.1963;0.2000;-0.0000;-0.0000;46;46;0.0152;0.1661;-0.0006;-0.0040;-0.0024
1494;0.1963;0.2000;0.1034;-0.0000;48;44;0.0152;0.1661;-0.0062;-0.0040;-0.0024
1495;0.1926;0.2000;0.1034;-0.0000;52;48;0.0350;0.1665;-0.0067;-0.0040;-0.0024
1496;0.1963;0.2000;0.0690;-0.0000;48;44;0.0145;0.1668;-0.0045;-0.0040;-0.0024
1497;0.2000;0.2000;0.0690;-0.0000;44;40;-0.0046;0.1668;-0.0035;-0.0040;-0.0024
1498;0.2037;0.2000;-0.0345;-0.0000;38;38;-0.0203;0.1665;0.0006;-0.0040;-0.0024
1499;0.1963;0.2000;-0.0690;-0.0000;44;44;0.0035;0.1665;0.0028;-0.0040;-0.0024
1500;0.2000;0.2000;-0.1379;-0.0000;38;40;-0.0152;0.1661;0.0060;-0.0040;-0.0024
1501;0.1963;0.2000;-0.2414;-0.0000;42;46;0.0079;0.1665;0.0104;-0.0040;-0.0024
1502;0.1963;0.2000;-0.2069;-0.0000;44;46;0.0093;0.1665;0.0096;-0.0038;-0.0024
1503;0.1963;0.2000;-0.1724;-0.0000;44;46;0.0104;0.1665;0.0077;-0.0038;-0.0024
1504;0.2000;0.2000;-0.1379;-0.0000;40;40;-0.0079;0.1665;0.0062;-0.0038;-0.0024
1505;0.2000;0.2000;-0.1379;-0.0000;40;42;-0.0049;0.1665;0.0062;-0.0035;-0.0024
1506;0.2000;0.2000;-0.1724;-0.0000;40;44;-0.0024;0.1665;0.0077;-0.0035;-0.0024
1507;0.1963;0.2000;-0.2069;-0.0000;40;44;0.0013;0.1665;0.0092;-0.0035;-0.0024
1508;0.1963;0.2000;-0.1379;-0.0000;42;44;0.0020;0.1665;0.0057;-0.0035;-0.0024
1509;0.1963;0.2000;-0.0345;-0.0000;44;44;0.0038;0.1665;0.0013;-0.0035;-0.0024
1510;0.1963;0.2000;-0.0000;-0.0000;44;44;0.0057;0.1665;-0.0016;-0.0035;-0.0024
1511;0.1963;0.2000;0.1379;-0.0000;46;42;0.0075;0.1668;-0.0072;-0.0035;-0.0024
1512;0.1963;0.2000;0.1724;-0.0000;48;40;0.0097;0.1668;-0.0099;-0.0035;-0.0024
1513;0.1963;0.2000;0.2069;-0.0000;48;42;0.0108;0.1668;-0.0109;-0.0038;-0.0024
1514;0.1926;0.2000;0.2069;-0.0000;52;46;0.0309;0.1672;-0.0109;-0.0038;-0.0024
1515;0.1963;0.2000;0.2069;-0.0000;48;42;0.0104;0.1676;-0.0116;-0.0038;-0.0024
1516;0.1926;0.2000;0.2069;-0.0000;52;46;0.0309;0.1679;-0.0106;-0.0040;-0.0024
1517;0.1963;0.2000;0.1379;-0.0000;48;42;0.0108;0.1679;-0.0082;-0.0040;-0.0024
1518;0.2000;0.2000;0.1034;-0.0000;44;38;-0.0079;0.1679;-0.0052;-0.0040;-0.0024
1519;0.2037;0.2000;-0.0345;-0.0000;38;36;-0.0244;0.1676;0.0013;-0.0040;-0.0024
1520;0.2000;0.2000;-0.2069;-0.0000;42;44;-0.0002;0.1676;0.0084;-0.0040;-0.0024
1521;0.1963;0.2000;-0.2759;-0.0000;42;46;0.0035;0.1676;0.0118;-0.0038;-0.0024
1522;0.1926;0.2000;-0.3448;-0.0000;46;50;0.0236;0.1679;0.0160;-0.0038;-0.0024
1523;0.1926;0.2000;-0.3103;-0.0000;46;50;0.0233;0.1683;0.0138;-0.0035;-0.0024
1524;0.1926;0.2000;-0.1379;-0.0000;48;48;0.0233;0.1683;0.0065;-0.0035;-0.0024
1525;0.2000;0.2000;-0.1379;-0.0000;38;40;-0.0159;0.1683;0.0052;-0.0035;-0.0024
1526;0.1963;0.2000;-0.1034;-0.0000;44;44;0.0079;0.1683;0.0035;-0.0035;-0.0024
1527;0.1963;0.2000;0.0345;-0.0000;46;44;0.0093;0.1683;-0.0021;-0.0035;-0.0024
1528;0.1963;0.2000;-0.0000;-0.0000;46;44;0.0097;0.1687;-0.0011;-0.0035;-0.0024
1529;0.1963;0.2000;-0.0000;-0.0000;46;46;0.0108;0.1687;-0.0004;-0.0035;-0.0024
1530;0.1963;0.2000;-0.0345;-0.0000;46;46;0.0119;0.1690;0.0011;-0.0035;-0.0024
1531;0.2000;0.2000;-0.0000;-0.0000;42;40;-0.0060;0.1687;-0.0013;-0.0035;-0.0024
1532;0.2037;0.2000;-0.0000;-0.0000;38;38;-0.0225;0.1687;-0.0011;-0.0035;-0.0024
1533;0.2037;0.2000;0.0690;-0.0000;40;38;-0.0189;0.1683;-0.0038;-0.0035;-0.0024
1534;0.2037;0.2000;0.0690;-0.0000;36;34;-0.0342;0.1679;-0.0035;-0.0035;-0.0024
1535;0.2000;0.2000;0.0345;-0.0000;42;40;-0.0082;0.1679;-0.0018;-0.0035;-0.0024
1536;0.2037;0.2000;-0.0000;-0.0000;38;36;-0.0262;0.1676;-0.0011;-0.0035;-0.0024
1537;0.2000;0.2000;-0.0345;-0.0000;44;42;-0.0020;0.1676;0.0011;-0.0035;-0.0024
1538;0.2037;0.2000;-0.1724;-0.0000;38;38;-0.0192;0.1672;0.0067;-0.0035;-0.0024
1539;0.2037;0.2000;-0.2069;-0.0000;34;36;-0.0346;0.1668;0.0096;-0.0035;-0.0024
1540;0.2000;0.2000;-0.2759;-0.0000;38;44;-0.0079;0.1668;0.0116;-0.0033;-0.0024
1541;0.2000;0.2000;-0.2759;-0.0000;38;44;-0.0068;0.1668;0.0118;-0.0033;-0.0024
1542;0.1963;0.2000;-0.1379;-0.0000;46;46;0.0156;0.1668;0.0055;-0.0033;-0.0024
1543;0.1963;0.2000;-0.0690;-0.0000;46;46;0.0163;0.1672;0.0023;-0.0033;-0.0024
1544;0.2000;0.2000;-0.0000;-0.0000;42;40;-0.0027;0.1672;-0.0011;-0.0033;-0.0024
1545;0.2037;0.2000;0.0690;-0.0000;40;36;-0.0189;0.1668;-0.0048;-0.0033;-0.0024
1546;0.2000;0.2000;0.1379;-0.0000;40;36;-0.0148;0.1665;-0.0072;-0.0033;-0.0024
1547;0.1963;0.2000;0.1034;-0.0000;46;42;0.0079;0.1668;-0.0065;-0.0033;-0.0024
1548;0.1963;0.2000;0.1379;-0.0000;46;42;0.0093;0.1668;-0.0074;-0.0035;-0.0024
1549;0.1963;0.2000;0.1379;-0.0000;48;44;0.0123;0.1668;-0.0082;-0.0035;-0.0024
1550;0.1963;0.2000;0.1379;-0.0000;48;44;0.0119;0.1672;-0.0072;-0.0035;-0.0024
1551;0.1926;0.2000;0.1034;-0.0000;52;48;0.0320;0.1676;-0.0062;-0.0035;-0.0024
1552;0.1963;0.2000;0.0690;-0.0000;46;44;0.0115;0.1676;-0.0045;-0.0035;-0.0024
1553;0.1963;0.2000;0.0690;-0.0000;48;44;0.0126;0.1679;-0.0043;-0.0038;-0.0024
1554;0.2000;0.2000;-0.0690;-0.0000;42;40;-0.0060;0.1676;0.0021;-0.0038;-0.0024
1555;0.2000;0.2000;-0.1034;-0.0000;42;42;-0.0035;0.1676;0.0043;-0.0035;-0.0024
1556;0.2000;0.2000;-0.2414;-0.0000;40;44;-0.0009;0.1676;0.0101;-0.0035;-0.0024
1557;0.1963;0.2000;-0.1724;-0.0000;42;44;0.0013;0.1676;0.0077;-0.0035;-0.0024
1558;0.1926;0.2000;-0.1724;-0.0000;46;48;0.0229;0.1679;0.0074;-0.0033;-0.0024
1559;0.1963;0.2000;-0.1379;-0.0000;44;44;0.0053;0.1679;0.0055;-0.0033;-0.0024
1560;0.2000;0.2000;-0.0690;-0.0000;40;40;-0.0123;0.1679;0.0023;-0.0033;-0.0024
