Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
140,43,676,862,18,339
140,44,676,863,18,340
140,45,676,863,18,340
140,46,675,861,17,339
140,47,675,862,18,339
140,48,675,862,17,339
140,49,677,863,18,340
140,50,675,862,17,339
--- 140 mm Summary | Avg: L=674 FL=861 FR=22 R=338 ---

========================================
>>> Place micromouse at 150 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 150 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
150,1,579,789,190,342
150,2,580,789,184,342
150,3,580,788,81,341
150,4,579,787,69,341
150,5,579,787,64,341
150,6,578,786,54,340
150,7,578,786,42,340
150,8,579,787,35,340
150,9,578,785,29,340
150,10,579,786,26,340
150,11,579,787,23,340
150,12,579,787,20,341
150,13,578,786,18,340
150,14,579,787,16,340
150,15,578,785,15,340
150,16,579,786,15,340
150,17,579,787,15,340
150,18,579,787,15,340
150,19,579,786,15,340
150,20,580,788,15,341
150,21,579,786,15,340
150,22,579,786,15,340
150,23,579,787,15,341
150,24,578,786,15,340
150,25,578,786,15,340
150,26,578,786,15,340
150,27,578,786,15,340
150,28,578,786,15,340
150,29,578,786,15,340
150,30,578,786,15,340
150,31,578,786,15,340
150,32,578,786,14,340
150,33,578,786,15,340
150,34,578,786,15,340
150,35,578,786,15,340
150,36,578,786,14,340
150,37,578,786,15,340
150,38,578,786,15,340
150,39,578,786,14,340
150,40,579,787,15,340
150,41,579,787,15,340
150,42,579,787,15,341
150,43,580,788,14,341
150,44,579,786,14,340
150,45,579,787,14,341
150,46,579,787,15,341
150,47,580,787,15,341
150,48,580,788,15,341
150,49,579,786,14,340
150,50,579,787,14,340
--- 150 mm Summary | Avg: L=578 FL=786 FR=27 R=340 ---

========================================
>>> Place micromouse at 160 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 160 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
160,1,502,693,74,341
160,2,502,692,64,341
160,3,502,692,62,341
160,4,502,692,50,341
160,5,502,692,34,341
160,6,502,691,22,340
160,7,502,691,10,340
160,8,502,691,8,341
160,9,502,691,7,340
160,10,502,691,7,340
160,11,502,691,6,340
160,12,502,691,6,340
160,13,502,691,6,340
160,14,502,692,6,340
160,15,502,691,6,340
160,16,502,691,6,341
160,17,502,691,6,340
160,18,502,691,6,340
160,19,502,692,6,340
160,20,503,693,7,342
160,21,503,693,7,341
160,22,503,693,6,341
160,23,503,693,6,341
160,24,503,692,6,341
160,25,503,692,6,341
160,26,503,693,6,341
160,27,502,692,6,341
160,28,503,693,6,341
160,29,503,693,6,341
160,30,503,692,6,341
160,31,502,692,6,340
160,32,502,692,6,341
160,33,502,692,6,341
160,34,502,691,6,340
160,35,502,692,6,341
160,36,502,692,6,341
