Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
160,32,655,465,10,0
160,33,653,465,10,0
160,34,655,464,10,0
160,35,655,466,8,0
160,36,653,464,7,0
160,37,655,465,5,0
160,38,652,464,4,0
160,39,655,464,2,0
160,40,653,464,2,0
160,41,655,466,2,0
160,42,655,466,3,0
160,43,652,465,5,0
160,44,655,466,5,0
160,45,653,463,6,0
160,46,652,466,6,0
160,47,653,463,6,0
160,48,653,467,6,0
160,49,655,463,6,0
160,50,653,467,7,0
--- 160 mm Summary | Avg: L=653 FL=464 FR=5 R=0 ---

========================================
>>> Place micromouse at 170 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 170 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
170,1,584,398,10,0
170,2,583,400,7,0
170,3,585,399,10,0
170,4,583,398,5,0
170,5,583,400,6,0
170,6,585,401,7,0
170,7,583,402,8,0
170,8,585,399,4,0
170,9,583,400,5,0
170,10,585,401,7,0
170,11,583,399,8,0
170,12,583,400,10,0
170,13,585,400,6,0
170,14,583,400,3,0
170,15,585,400,5,0
170,16,584,400,7,0
170,17,585,399,6,0
170,18,585,400,8,0
170,19,583,402,10,0
170,20,585,399,8,0
170,21,583,400,7,0
170,22,585,399,5,0
170,23,583,400,2,0
170,24,585,402,2,0
170,25,585,399,3,0
170,26,584,402,6,0
170,27,585,399,6,0
170,28,583,399,6,0
170,29,585,400,7,0
170,30,583,400,6,0
170,31,583,401,7,0
170,32,585,400,7,0
170,33,583,401,7,0
170,34,585,400,7,0
170,35,583,400,8,0
170,36,585,401,8,0
170,37,583,401,8,0
170,38,583,400,8,0
170,39,585,401,9,0
170,40,583,400,8,0
170,41,585,401,8,0
170,42,583,399,7,0
170,43,586,401,7,0
170,44,579,399,7,0
170,45,583,401,7,0
170,46,586,400,7,0
170,47,584,400,7,0
170,48,586,401,6,0
170,49,583,399,6,0
170,50,585,401,5,0
