Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFFPWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF;RawAngVel
general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
linear_jerk_ff_k = 0.000000,
linear_jerk_ff_ms = 0.000000,
angular_jerk_ff_k = 0.000000,
angular_jerk_ff_ms = 0.000000,
wall_kp = 0.000000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 5.500000,
start_wall_break_mm_right = 7.200000,
enable_wall_break_correction = 1.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;VelP;VelI;AngP;AngI;RotFF;LinFF;RawAngVel
264.0;0.4977;0.4982;0.1890;0.0000;62;62;-0.0085;0.0003;-0.0100;-0.0088;-0.0000;0.0000;0.1969;0.1550
264.5;0.4977;0.4986;0.1890;0.0000;64;62;0.0696;0.0018;-0.0100;-0.0088;-0.0000;0.0000;0.1969;0.1890
265.0;0.4973;0.4991;0.1840;0.0000;64;60;-0.0085;0.0032;-0.0100;-0.0078;-0.0000;0.0000;0.1890;0.1645
265.5;0.4968;0.4991;0.1950;0.0000;64;60;-0.0085;0.0047;-0.0100;-0.0088;-0.0000;0.0000;0.1890;0.2380
266.0;0.4968;0.4991;0.1740;0.0000;62;60;0.0720;0.0047;-0.0085;-0.0078;-0.0000;0.0000;0.1890;0.0915
266.5;0.4968;0.4995;0.1890;0.0000;62;60;-0.0085;0.0062;-0.0085;-0.0088;-0.0000;0.0000;0.1890;0.2480
267.0;0.4968;0.4995;0.1710;0.0000;62;60;-0.0061;0.0062;-0.0085;-0.0078;-0.0000;0.0000;0.1890;0.0985
267.5;0.4968;0.4995;0.1760;0.0000;60;60;0.0696;0.0062;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.1965
268.0;0.4968;0.4995;0.1770;0.0000;60;60;-0.0085;0.0062;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.1820
268.5;0.4968;0.4995;0.1740;0.0000;60;58;-0.0061;0.0076;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.1620
269.0;0.4963;0.4995;0.1710;0.0000;60;58;-0.0061;0.0076;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.1575
269.5;0.4963;0.4995;0.1520;0.0000;60;58;0.0720;0.0076;-0.0085;-0.0068;-0.0000;0.0000;0.1811;0.0765
270.0;0.4963;0.5000;0.1440;0.0000;58;58;-0.0061;0.0076;-0.0085;-0.0068;-0.0000;0.0000;0.1811;0.1110
270.5;0.4968;0.5000;0.1345;0.0000;58;58;0.0720;0.0076;-0.0085;-0.0059;-0.0000;0.0000;0.1811;0.0965
271.0;0.4968;0.5000;0.1490;0.0000;58;58;-0.0061;0.0076;-0.0085;-0.0068;-0.0000;0.0000;0.1811;0.2085
271.5;0.4963;0.5000;0.1425;0.0000;58;58;-0.0061;0.0076;-0.0085;-0.0068;-0.0000;0.0000;0.1811;0.1160
272.0;0.4963;0.5000;0.1630;0.0000;58;58;0.0720;0.0076;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.2455
272.5;0.4963;0.5000;0.1565;0.0000;58;58;-0.0061;0.0076;-0.0085;-0.0068;-0.0000;0.0000;0.1811;0.1305
273.0;0.4968;0.5000;0.1695;0.0000;58;56;-0.0842;0.0062;-0.0085;-0.0078;-0.0000;0.0000;0.1811;0.2210
273.5;0.4977;0.5000;0.1865;0.0000;58;56;0.0696;0.0047;-0.0085;-0.0088;-0.0000;0.0000;0.1811;0.2550
274.0;0.4977;0.5000;0.1860;0.0000;58;56;-0.0085;0.0047;-0.0085;-0.0088;-0.0000;0.0000;0.1811;0.1840
274.5;0.4977;0.5000;0.2045;0.0000;58;56;-0.0085;0.0047;-0.0085;-0.0088;-0.0000;0.0000;0.1811;0.2770
275.0;0.4982;0.5000;0.2035;0.0000;58;56;0.0696;0.0032;-0.0085;-0.0088;-0.0000;0.0000;0.1811;0.2015
275.5;0.4982;0.5000;0.2125;0.0000;58;56;-0.0085;0.0032;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2480
276.0;0.4977;0.5000;0.2025;0.0000;58;56;-0.0085;0.0032;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.1620
276.5;0.4982;0.5000;0.2135;0.0000;58;56;0.0696;0.0032;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2575
277.0;0.4982;0.5000;0.2110;0.0000;58;56;-0.0085;0.0032;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2015
277.5;0.4986;0.5000;0.2230;0.0000;58;56;0.0696;0.0032;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2700
278.0;0.4986;0.5000;0.2120;0.0000;58;56;-0.0085;0.0032;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.1695
278.5;0.4982;0.5000;0.2005;0.0000;58;56;-0.0085;0.0032;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.1550
279.0;0.4977;0.5000;0.2090;0.0000;58;56;-0.0085;0.0047;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.2430
279.5;0.4977;0.5000;0.2080;0.0000;58;56;0.0696;0.0047;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.2040
280.0;0.4977;0.5000;0.2120;0.0000;58;56;-0.0085;0.0047;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2280
280.5;0.4973;0.5000;0.1970;0.0000;58;56;-0.0085;0.0062;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.1380
281.0;0.4968;0.5000;0.1995;0.0000;60;58;-0.0085;0.0062;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.2085
281.5;0.4959;0.5000;0.1950;0.0000;60;58;-0.0085;0.0091;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.1770
282.0;0.4954;0.5000;0.2075;0.0000;60;58;-0.0085;0.0105;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.2575
282.5;0.4945;0.5000;0.2115;0.0000;62;58;-0.0085;0.0120;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2280
283.0;0.4940;0.5000;0.2070;0.0000;62;60;-0.0085;0.0135;-0.0085;-0.0088;-0.0010;0.0000;0.1811;0.1890
283.5;0.4931;0.5000;0.2095;0.0000;62;60;-0.0085;0.0149;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2185
284.0;0.4931;0.5000;0.2145;0.0000;62;60;0.0696;0.0149;-0.0085;-0.0098;-0.0010;0.0000;0.1811;0.2355
284.5;0.4931;0.5000;0.2500;0.0000;62;60;-0.0110;0.0164;-0.0085;-0.0108;-0.0010;0.0000;0.1811;0.3920
285.0;0.4927;0.5000;0.2610;0.0000;64;60;-0.0110;0.0164;-0.0085;-0.0117;-0.0010;0.0000;0.1811;0.3040
285.5;0.4931;0.5000;0.2865;0.0000;62;60;0.0672;0.0164;-0.0085;-0.0127;-0.0010;0.0000;0.1811;0.3895
286.0;0.4931;0.5000;0.2910;0.0000;64;58;-0.0110;0.0164;-0.0085;-0.0127;-0.0020;0.0000;0.1811;0.3090
286.5;0.4931;0.5000;0.3095;0.0000;62;58;0.0647;0.0149;-0.0085;-0.0137;-0.0020;0.0000;0.1811;0.3820
287.0;0.4931;0.5000;0.3025;0.0000;62;58;-0.0110;0.0149;-0.0085;-0.0137;-0.0020;0.0000;0.1811;0.2745
287.5;0.4931;0.5000;0.3065;0.0000;62;58;-0.0134;0.0164;-0.0070;-0.0137;-0.0020;0.0000;0.1811;0.3235
288.0;0.4927;0.5000;0.2910;0.0000;62;58;0.0672;0.0164;-0.0070;-0.0127;-0.0020;0.0000;0.1811;0.2280
288.5;0.4922;0.5000;0.2470;0.0000;62;60;-0.0110;0.0179;-0.0070;-0.0108;-0.0020;0.0000;0.1811;0.0720
289.0;0.4918;0.5000;0.2095;0.0000;62;60;-0.0085;0.0193;-0.0070;-0.0098;-0.0020;0.0000;0.1811;0.0595
289.5;0.4922;0.5000;0.1765;0.0000;62;60;0.0720;0.0193;-0.0070;-0.0078;-0.0020;0.0000;0.1811;0.0450
290.0;0.4918;0.5000;0.1685;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0078;-0.0020;0.0000;0.1811;0.1355
290.5;0.4918;0.5000;0.1485;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.0695
291.0;0.4918;0.5000;0.1480;0.0000;62;60;0.0720;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.1450
291.5;0.4918;0.5000;0.1455;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.1355
292.0;0.4918;0.5000;0.1555;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.1965
292.5;0.4922;0.5000;0.1530;0.0000;62;60;0.0720;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.1425
293.0;0.4922;0.5000;0.1590;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.1820
293.5;0.4918;0.5000;0.1635;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0078;-0.0020;0.0000;0.1811;0.1820
294.0;0.4913;0.5000;0.1420;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0068;-0.0020;0.0000;0.1811;0.0570
294.5;0.4918;0.5000;0.1370;0.0000;62;60;0.0720;0.0193;-0.0070;-0.0059;-0.0020;0.0000;0.1811;0.1160
295.0;0.4918;0.5000;0.1165;0.0000;62;60;-0.0061;0.0193;-0.0070;-0.0059;-0.0020;0.0000;0.1811;0.0350
295.5;0.4918;0.5000;0.1165;0.0000;60;60;0.0720;0.0193;-0.0070;-0.0059;-0.0020;0.0000;0.1811;0.1160
296.0;0.4922;0.5000;0.1000;0.0000;60;60;-0.0037;0.0193;-0.0070;-0.0049;-0.0020;0.0000;0.1811;0.0350
296.5;0.4918;0.5000;0.1070;0.0000;60;60;-0.0061;0.0193;-0.0056;-0.0049;-0.0020;0.0000;0.1811;0.1355
297.0;0.4918;0.5000;0.1090;0.0000;62;60;-0.0061;0.0193;-0.0056;-0.0049;-0.0020;0.0000;0.1811;0.1160
297.5;0.4913;0.5000;0.1205;0.0000;62;60;-0.0061;0.0208;-0.0056;-0.0059;-0.0020;0.0000;0.1811;0.1670
298.0;0.4908;0.5000;0.1235;0.0000;62;60;0.0720;0.0223;-0.0056;-0.0059;-0.0020;0.0000;0.1811;0.1355
298.5;0.4904;0.5000;0.1335;0.0000;64;62;-0.0061;0.0237;-0.0056;-0.0059;-0.0020;0.0000;0.1811;0.1745
299.0;0.4899;0.5000;0.1445;0.0000;64;62;-0.0061;0.0237;-0.0056;-0.0068;-0.0020;0.0000;0.1811;0.1865
299.5;0.4899;0.5000;0.1410;0.0000;64;62;0.0720;0.0237;-0.0056;-0.0068;-0.0029;0.0000;0.1811;0.1280
300.0;0.4899;0.5000;0.1440;0.0000;64;62;-0.0061;0.0237;-0.0056;-0.0068;-0.0029;0.0000;0.1811;0.1550
300.5;0.4895;0.5000;0.1435;0.0000;64;62;-0.0061;0.0252;-0.0056;-0.0068;-0.0029;0.0000;0.1811;0.1425
301.0;0.4890;0.5000;0.1665;0.0000;64;62;-0.0061;0.0267;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.2575
301.5;0.4895;0.5000;0.1710;0.0000;64;62;0.0720;0.0252;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.1890
302.0;0.4895;0.5000;0.1800;0.0000;64;62;-0.0085;0.0252;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.2160
302.5;0.4890;0.5000;0.1680;0.0000;64;62;-0.0061;0.0267;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.1205
303.0;0.4886;0.5000;0.1650;0.0000;64;62;-0.0061;0.0267;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.1525
303.5;0.4890;0.5000;0.1790;0.0000;64;62;0.0696;0.0267;-0.0056;-0.0078;-0.0029;0.0000;0.1811;0.2355
304.0;0.4899;0.5000;0.1915;0.0000;64;60;-0.0867;0.0237;-0.0041;-0.0088;-0.0029;0.0000;0.1811;0.2405
304.5;0.4899;0.5000;0.1830;0.0000;64;60;-0.0085;0.0237;-0.0041;-0.0078;-0.0029;0.0000;0.1811;0.1500
305.0;0.4899;0.5000;0.1605;0.0000;62;60;-0.0061;0.0237;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.0695
305.5;0.4890;0.5000;0.1505;0.0000;64;60;-0.0842;0.0252;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.1110
306.0;0.4890;0.5000;0.1465;0.0000;64;62;0.0720;0.0267;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.1305
306.5;0.4890;0.5000;0.1540;0.0000;64;62;-0.0061;0.0267;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.1840
307.0;0.4886;0.5000;0.1370;0.0000;64;62;-0.0061;0.0281;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.0695
307.5;0.4886;0.5000;0.1370;0.0000;65;62;-0.0842;0.0267;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.1380
308.0;0.4895;0.5000;0.1235;0.0000;64;62;0.0720;0.0252;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.0695
308.5;0.4899;0.5000;0.1295;0.0000;64;60;-0.0061;0.0237;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.1525
309.0;0.4899;0.5000;0.1360;0.0000;64;60;-0.0061;0.0237;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.1620
309.5;0.4904;0.5000;0.1350;0.0000;64;60;-0.0842;0.0237;-0.0041;-0.0059;-0.0029;0.0000;0.1811;0.1305
310.0;0.4908;0.5000;0.1485;0.0000;62;60;0.0720;0.0208;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.2040
310.5;0.4913;0.5000;0.1460;0.0000;62;58;-0.0061;0.0193;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.1355
311.0;0.4922;0.5000;0.1590;0.0000;62;58;-0.0842;0.0179;-0.0041;-0.0068;-0.0029;0.0000;0.1811;0.2110
311.5;0.4918;0.5000;0.1385;0.0000;62;58;-0.0061;0.0193;-0.0026;-0.0059;-0.0029;0.0000;0.1811;0.0570
312.0;0.4913;0.5000;0.1395;0.0000;62;60;-0.0061;0.0208;-0.0026;-0.0068;-0.0029;0.0000;0.1811;0.1425
312.5;0.4908;0.5000;0.1280;0.0000;62;60;-0.0061;0.0223;-0.0026;-0.0059;-0.0029;0.0000;0.1811;0.0815
313.0;0.4904;0.5000;0.1390;0.0000;64;60;-0.0061;0.0237;-0.0026;-0.0059;-0.0029;0.0000;0.1811;0.1840
313.5;0.4895;0.5000;0.1255;0.0000;64;62;-0.0061;0.0252;-0.0026;-0.0059;-0.0029;0.0000;0.1811;0.0720
314.0;0.4904;0.5000;0.1040;0.0000;64;62;-0.0037;0.0223;-0.0026;-0.0049;-0.0029;0.0000;0.1811;0.0180
314.5;0.4908;0.5000;0.1095;0.0000;64;60;-0.0061;0.0223;-0.0026;-0.0049;-0.0029;0.0000;0.1811;0.1305
315.0;0.4908;0.5000;0.1150;0.0000;64;60;-0.0061;0.0223;-0.0026;-0.0049;-0.0029;0.0000;0.1811;0.1380
315.5;0.4913;0.5000;0.1190;0.0000;64;60;-0.0842;0.0208;-0.0026;-0.0059;-0.0039;0.0000;0.1811;0.1355
316.0;0.4913;0.5000;0.1085;0.0000;62;60;-0.0061;0.0208;-0.0026;-0.0049;-0.0039;0.0000;0.1811;0.0670
316.5;0.4913;0.5000;0.1115;0.0000;62;60;-0.0061;0.0208;-0.0026;-0.0049;-0.0039;0.0000;0.1811;0.1230
317.0;0.4927;0.5000;0.0875;0.0000;62;58;-0.0037;0.0179;-0.0026;-0.0039;-0.0039;0.0000;0.1811;-0.0090
317.5;0.4931;0.5000;0.0840;0.0000;62;58;-0.0037;0.0164;-0.0026;-0.0039;-0.0039;0.0000;0.1811;0.0695
318.0;0.4931;0.5000;0.0705;0.0000;60;58;-0.0037;0.0149;-0.0026;-0.0039;-0.0039;0.0000;0.1811;0.0180
318.5;0.4940;0.5000;0.0655;0.0000;60;58;-0.0037;0.0135;-0.0026;-0.0029;-0.0039;0.0000;0.1811;0.0450
319.0;0.4940;0.5000;0.0470;0.0000;60;58;-0.0037;0.0135;-0.0026;-0.0029;-0.0039;0.0000;0.1811;-0.0285
319.5;0.4940;0.5000;0.0260;0.0000;60;58;-0.0012;0.0135;-0.0026;-0.0020;-0.0039;0.0000;0.1811;-0.0575
320.0;0.4936;0.5000;0.0215;0.0000;60;60;-0.0012;0.0149;-0.0026;-0.0010;-0.0039;0.0000;0.1811;0.0035
320.5;0.4945;0.5000;0.0150;0.0000;60;58;-0.0012;0.0120;-0.0026;-0.0010;-0.0039;0.0000;0.1811;-0.0110
321.0;0.4950;0.5000;0.0270;0.0000;60;58;-0.0012;0.0105;-0.0012;-0.0020;-0.0039;0.0000;0.1811;0.0745
321.5;0.4959;0.5000;0.0300;0.0000;60;58;-0.0794;0.0091;-0.0012;-0.0020;-0.0039;0.0000;0.1811;0.0425
322.0;0.4959;0.5000;0.0515;0.0000;60;56;-0.0037;0.0091;-0.0012;-0.0029;-0.0039;0.0000;0.1811;0.1380
322.5;0.4959;0.5000;0.0615;0.0000;60;56;-0.0037;0.0091;-0.0012;-0.0029;-0.0039;0.0000;0.1811;0.1010
323.0;0.4973;0.5000;0.0910;0.0000;58;56;-0.0037;0.0062;-0.0012;-0.0039;-0.0039;0.0000;0.1811;0.2085
323.5;0.4977;0.5000;0.1025;0.0000;58;56;-0.0037;0.0047;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1500
324.0;0.4986;0.5000;0.1135;0.0000;58;54;-0.0842;0.0032;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1575
324.5;0.4986;0.5000;0.1155;0.0000;58;54;-0.0061;0.0018;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1230
325.0;0.5000;0.5000;0.1215;0.0000;58;54;-0.0061;-0.0012;-0.0012;-0.0059;-0.0039;0.0000;0.1811;0.1450
325.5;0.5005;0.5000;0.1240;0.0000;56;52;-0.0061;-0.0026;-0.0012;-0.0059;-0.0039;0.0000;0.1811;0.1355
326.0;0.5009;0.5000;0.1255;0.0000;56;52;-0.0061;-0.0026;-0.0012;-0.0059;-0.0039;0.0000;0.1811;0.1305
326.5;0.5014;0.5000;0.1220;0.0000;56;52;-0.0842;-0.0041;-0.0012;-0.0059;-0.0039;0.0000;0.1811;0.1085
327.0;0.5014;0.5000;0.1155;0.0000;56;52;-0.0061;-0.0056;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.0890
327.5;0.5014;0.5000;0.1130;0.0000;58;54;-0.0061;-0.0041;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1035
328.0;0.5009;0.5000;0.1010;0.0000;58;54;0.0745;-0.0026;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.0525
328.5;0.5000;0.5000;0.0975;0.0000;58;54;-0.0037;-0.0012;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.0840
329.0;0.4995;0.5000;0.0765;0.0000;60;56;-0.0037;0.0003;-0.0012;-0.0039;-0.0039;0.0000;0.1811;-0.0090
329.5;0.4986;0.5000;0.0775;0.0000;60;56;-0.0037;0.0018;-0.0012;-0.0039;-0.0039;0.0000;0.1811;0.0815
330.0;0.4986;0.5000;0.0750;0.0000;60;56;-0.0818;0.0018;-0.0012;-0.0039;-0.0039;0.0000;0.1811;0.0645
330.5;0.4982;0.5000;0.0950;0.0000;60;56;-0.0037;0.0032;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1770
331.0;0.4986;0.5000;0.1150;0.0000;60;56;0.0720;0.0018;-0.0012;-0.0049;-0.0039;0.0000;0.1811;0.1940
331.5;0.4986;0.5000;0.1325;0.0000;60;56;-0.0061;0.0018;-0.0012;-0.0059;-0.0039;0.0000;0.1811;0.2040
332.0;0.4982;0.5000;0.1440;0.0000;62;56;-0.0061;0.0032;-0.0012;-0.0068;-0.0039;0.0000;0.1811;0.1890
332.5;0.4977;0.5000;0.1580;0.0000;62;58;-0.0061;0.0047;-0.0012;-0.0068;-0.0039;0.0000;0.1811;0.2135
333.0;0.4968;0.5000;0.1825;0.0000;62;58;-0.0085;0.0062;-0.0012;-0.0078;-0.0039;0.0000;0.1811;0.2820
333.5;0.4968;0.5000;0.2010;0.0000;62;56;-0.0867;0.0062;-0.0012;-0.0088;-0.0039;0.0000;0.1811;0.2745
334.0;0.4968;0.5000;0.2270;0.0000;64;56;-0.0085;0.0062;-0.0012;-0.0098;-0.0039;0.0000;0.1811;0.3310
334.5;0.4963;0.5000;0.2370;0.0000;64;56;-0.0085;0.0076;-0.0012;-0.0108;-0.0039;0.0000;0.1811;0.2770
335.0;0.4959;0.5000;0.2590;0.0000;64;58;-0.0110;0.0091;-0.0012;-0.0117;-0.0039;0.0000;0.1811;0.3480
335.5;0.4959;0.5000;0.2630;0.0000;64;56;-0.0891;0.0091;-0.0012;-0.0117;-0.0039;0.0000;0.1811;0.2770
336.0;0.4959;0.5000;0.2735;0.0000;64;56;-0.0110;0.0091;-0.0012;-0.0117;-0.0049;0.0000;0.1811;0.3160
336.5;0.4954;0.5000;0.2715;0.0000;64;56;-0.0110;0.0091;-0.0012;-0.0117;-0.0049;0.0000;0.1811;0.2625
337.0;0.4950;0.5000;0.2420;0.0000;64;58;-0.0085;0.0105;-0.0012;-0.0108;-0.0049;0.0000;0.1811;0.1255
337.5;0.4954;0.5000;0.2200;0.0000;64;58;-0.0085;0.0105;-0.0012;-0.0098;-0.0049;0.0000;0.1811;0.1305
338.0;0.4950;0.5000;0.1765;0.0000;64;58;-0.0085;0.0105;-0.0012;-0.0078;-0.0049;0.0000;0.1811;0.0035
338.5;0.4950;0.5000;0.1510;0.0000;64;58;-0.0061;0.0120;-0.0012;-0.0068;-0.0049;0.0000;0.1811;0.0500
339.0;0.4940;0.5000;0.1160;0.0000;64;60;-0.0061;0.0135;-0.0012;-0.0049;-0.0049;0.0000;0.1811;-0.0260
339.5;0.4936;0.5000;0.1000;0.0000;64;60;-0.0037;0.0149;-0.0012;-0.0049;-0.0049;0.0000;0.1811;0.0375
340.0;0.4931;0.5000;0.0700;0.0000;64;60;-0.0037;0.0149;-0.0012;-0.0039;-0.0049;0.0000;0.1811;-0.0505
340.5;0.4918;0.5000;0.0630;0.0000;64;62;0.0745;0.0193;-0.0012;-0.0029;-0.0049;0.0000;0.1811;0.0350
341.0;0.4913;0.5000;0.0435;0.0000;65;62;-0.0818;0.0193;-0.0012;-0.0020;-0.0049;0.0000;0.1811;-0.0355
341.5;0.4908;0.5000;0.0475;0.0000;65;62;-0.0037;0.0208;-0.0012;-0.0029;-0.0049;0.0000;0.1811;0.0645
342.0;0.4904;0.5000;0.0430;0.0000;65;64;-0.0037;0.0223;-0.0012;-0.0020;-0.0049;0.0000;0.1811;0.0255
342.5;0.4899;0.5000;0.0255;0.0000;65;64;-0.0794;0.0237;-0.0012;-0.0020;-0.0049;0.0000;0.1811;-0.0455
343.0;0.4899;0.5000;0.0180;0.0000;65;64;0.0769;0.0237;-0.0012;-0.0010;-0.0049;0.0000;0.1811;-0.0110
343.5;0.4899;0.5000;0.0110;0.0000;65;64;-0.0012;0.0237;0.0003;-0.0010;-0.0049;0.0000;0.1811;-0.0160
344.0;0.4899;0.5000;0.0295;0.0000;65;64;-0.0012;0.0237;0.0003;-0.0020;-0.0049;0.0000;0.1811;0.1035
344.5;0.4899;0.5000;0.0340;0.0000;65;62;-0.0818;0.0237;0.0003;-0.0020;-0.0049;0.0000;0.1811;0.0525
345.0;0.4899;0.5000;0.0600;0.0000;65;62;-0.0037;0.0237;0.0003;-0.0029;-0.0049;0.0000;0.1811;0.1620
345.5;0.4899;0.5000;0.0655;0.0000;65;62;-0.0037;0.0237;0.0003;-0.0029;-0.0049;0.0000;0.1811;0.0890
346.0;0.4895;0.5000;0.0800;0.0000;65;62;-0.0037;0.0252;0.0003;-0.0039;-0.0049;0.0000;0.1811;0.1380
346.5;0.4890;0.5000;0.0800;0.0000;65;62;-0.0037;0.0252;0.0003;-0.0039;-0.0049;0.0000;0.1811;0.0790
347.0;0.4895;0.5000;0.0980;0.0000;65;62;-0.0037;0.0252;0.0003;-0.0049;-0.0049;0.0000;0.1811;0.1695
347.5;0.4886;0.5000;0.1200;0.0000;67;62;-0.0842;0.0281;0.0003;-0.0059;-0.0049;0.0000;0.1811;0.2085
348.0;0.4876;0.5000;0.1115;0.0000;67;62;-0.0061;0.0296;0.0003;-0.0049;-0.0049;0.0000;0.1811;0.0765
348.5;0.4872;0.5000;0.1100;0.0000;67;64;-0.0061;0.0311;0.0003;-0.0049;-0.0049;0.0000;0.1811;0.1035
349.0;0.4872;0.5000;0.0820;0.0000;67;64;-0.0818;0.0311;0.0003;-0.0039;-0.0049;0.0000;0.1811;-0.0285
349.5;0.4872;0.5000;0.0790;0.0000;67;64;-0.0037;0.0311;0.0003;-0.0039;-0.0049;0.0000;0.1811;0.0670
350.0;0.4886;0.5000;0.0705;0.0000;67;62;-0.0012;0.0281;0.0003;-0.0039;-0.0049;0.0000;0.1811;0.0350
350.5;0.4890;0.5000;0.0815;0.0000;65;62;-0.0037;0.0267;0.0018;-0.0039;-0.0049;0.0000;0.1811;0.1255
351.0;0.4895;0.5000;0.0860;0.0000;65;62;-0.0037;0.0252;0.0018;-0.0039;-0.0049;0.0000;0.1811;0.1035
351.5;0.4895;0.5000;0.0880;0.0000;65;62;-0.0037;0.0252;0.0018;-0.0039;-0.0049;0.0000;0.1811;0.0965
352.0;0.4899;0.5000;0.0855;0.0000;67;62;-0.0818;0.0252;0.0018;-0.0039;-0.0049;0.0000;0.1890;0.0765
352.5;0.4899;0.5005;0.0900;0.0000;67;62;-0.0037;0.0252;0.0018;-0.0039;-0.0049;0.0000;0.1890;0.1085
353.0;0.4908;0.5005;0.0850;0.0000;67;64;0.0745;0.0237;0.0018;-0.0039;-0.0049;0.0000;0.1890;0.0645
353.5;0.4913;0.5005;0.0620;0.0000;67;64;-0.0037;0.0237;0.0018;-0.0029;-0.0049;0.0000;0.1890;-0.0310
354.0;0.4913;0.5009;0.0515;0.0000;67;64;-0.0037;0.0237;0.0018;-0.0029;-0.0049;0.0000;0.1890;0.0110
354.5;0.4918;0.5014;0.0315;0.0000;67;64;-0.0794;0.0223;0.0018;-0.0020;-0.0049;0.0000;0.1969;-0.0505
355.0;0.4922;0.5014;0.0335;0.0000;67;64;-0.0012;0.0223;0.0018;-0.0020;-0.0049;0.0000;0.1969;0.0425
355.5;0.4931;0.5018;0.0220;0.0000;67;64;-0.0794;0.0208;0.0018;-0.0010;-0.0049;0.0000;0.1969;-0.0235
356.0;0.4931;0.5018;0.0210;0.0000;67;64;-0.0012;0.0208;0.0018;-0.0010;-0.0049;0.0000;0.1969;0.0155
