Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFFPWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF;RawAngVel
general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
linear_jerk_ff_k = 0.000000,
linear_jerk_ff_ms = 0.000000,
angular_jerk_ff_k = 0.000000,
angular_jerk_ff_ms = 0.000000,
wall_kp = 0.000000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 5.500000,
start_wall_break_mm_right = 7.200000,
enable_wall_break_correction = 1.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;VelP;VelI;AngP;AngI;RotFF;LinFF;RawAngVel
356.5;0.4936;0.5023;-0.0010;0.0000;67;65;-0.0012;0.0223;0.0018;-0.0000;-0.0049;0.0000;0.1969;-0.0895
357.0;0.4940;0.5027;-0.0220;0.0000;67;65;0.0769;0.0208;0.0018;-0.0000;-0.0049;0.0000;0.2047;-0.1040
357.5;0.4945;0.5032;-0.0180;0.0000;67;65;-0.0012;0.0208;0.0018;-0.0000;-0.0049;0.0000;0.2047;-0.0040
358.0;0.4945;0.5037;-0.0200;0.0000;69;67;-0.0012;0.0223;0.0032;-0.0000;-0.0049;0.0000;0.2047;-0.0285
358.5;0.4954;0.5041;-0.0090;0.0000;69;67;-0.0794;0.0208;0.0032;-0.0000;-0.0049;0.0000;0.2047;0.0350
359.0;0.4963;0.5046;-0.0130;0.0000;69;67;0.0769;0.0193;0.0032;-0.0000;-0.0049;0.0000;0.2126;-0.0285
359.5;0.4968;0.5050;0.0075;0.0000;69;67;-0.0012;0.0193;0.0032;-0.0010;-0.0049;0.0000;0.2126;0.0890
360.0;0.4982;0.5055;-0.0110;0.0000;69;67;-0.0794;0.0179;0.0032;-0.0000;-0.0049;0.0000;0.2126;-0.0845
360.5;0.4991;0.5060;-0.0235;0.0000;69;67;0.0769;0.0164;0.0032;0.0010;-0.0049;0.0000;0.2126;-0.0750
361.0;0.5005;0.5069;-0.0425;0.0000;69;67;-0.0769;0.0149;0.0032;0.0010;-0.0049;0.0000;0.2126;-0.1165
361.5;0.5014;0.5073;-0.0450;0.0000;69;67;0.0012;0.0135;0.0032;0.0010;-0.0049;0.0000;0.2205;-0.0550
362.0;0.5027;0.5078;-0.0620;0.0000;69;67;-0.0769;0.0120;0.0032;0.0020;-0.0049;0.0000;0.2205;-0.1310
362.5;0.5041;0.5087;-0.0860;0.0000;67;67;0.0794;0.0105;0.0032;0.0029;-0.0049;0.0000;0.2205;-0.1825
363.0;0.5050;0.5092;-0.0800;0.0000;69;67;0.0012;0.0105;0.0032;0.0029;-0.0049;0.0000;0.2205;-0.0550
363.5;0.5069;0.5101;-0.0860;0.0000;67;67;0.0012;0.0076;0.0032;0.0029;-0.0049;0.0000;0.2205;-0.1115
364.0;0.5078;0.5105;-0.0645;0.0000;69;67;0.0012;0.0062;0.0032;0.0020;-0.0049;0.0000;0.2283;0.0230
364.5;0.5092;0.5114;-0.0685;0.0000;69;67;-0.0769;0.0047;0.0032;0.0020;-0.0049;0.0000;0.2283;-0.0845
365.0;0.5110;0.5124;-0.0640;0.0000;67;67;0.0794;0.0032;0.0032;0.0020;-0.0049;0.0000;0.2283;-0.0455
365.5;0.5124;0.5128;-0.0705;0.0000;67;67;-0.0769;0.0003;0.0032;0.0029;-0.0049;0.0000;0.2283;-0.0970
366.0;0.5137;0.5137;-0.0640;0.0000;67;67;0.0794;-0.0012;0.0032;0.0020;-0.0049;0.0000;0.2283;-0.0380
366.5;0.5147;0.5147;-0.0585;0.0000;69;67;0.0012;-0.0012;0.0032;0.0020;-0.0049;0.0000;0.2362;-0.0355
367.0;0.5151;0.5156;-0.0575;0.0000;69;69;0.0012;0.0003;0.0032;0.0020;-0.0049;0.0000;0.2362;-0.0550
367.5;0.5169;0.5165;-0.0560;0.0000;69;69;0.0012;-0.0026;0.0032;0.0020;-0.0049;0.0000;0.2362;-0.0505
368.0;0.5179;0.5174;-0.0730;0.0000;69;69;0.0012;-0.0026;0.0032;0.0029;-0.0049;0.0000;0.2362;-0.1405
368.5;0.5183;0.5183;-0.0780;0.0000;71;69;0.0012;-0.0012;0.0032;0.0029;-0.0049;0.0000;0.2362;-0.0970
369.0;0.5192;0.5192;-0.0880;0.0000;71;71;0.0794;-0.0012;0.0032;0.0029;-0.0049;0.0000;0.2441;-0.1285
369.5;0.5211;0.5201;-0.0845;0.0000;71;71;0.0012;-0.0026;0.0032;0.0029;-0.0049;0.0000;0.2441;-0.0700
370.0;0.5229;0.5215;-0.0940;0.0000;71;71;-0.0769;-0.0056;0.0032;0.0039;-0.0049;0.0000;0.2441;-0.1335
370.5;0.5247;0.5224;-0.1065;0.0000;71;71;0.0818;-0.0070;0.0032;0.0039;-0.0049;0.0000;0.2441;-0.1555
371.0;0.5256;0.5234;-0.1115;0.0000;71;71;0.0037;-0.0056;0.0032;0.0039;-0.0049;0.0000;0.2520;-0.1310
371.5;0.5275;0.5247;-0.1125;0.0000;71;71;0.0037;-0.0085;0.0032;0.0039;-0.0049;0.0000;0.2520;-0.1165
372.0;0.5293;0.5256;-0.1040;0.0000;71;71;-0.0769;-0.0100;0.0032;0.0039;-0.0049;0.0000;0.2520;-0.0700
372.5;0.5302;0.5270;-0.1000;0.0000;71;71;0.0012;-0.0100;0.0032;0.0039;-0.0049;0.0000;0.2520;-0.0845
373.0;0.5321;0.5279;-0.0970;0.0000;71;71;0.0012;-0.0114;0.0032;0.0039;-0.0049;0.0000;0.2520;-0.0845
373.5;0.5339;0.5293;-0.1100;0.0000;71;71;0.0818;-0.0129;0.0032;0.0039;-0.0049;0.0000;0.2598;-0.1625
374.0;0.5353;0.5302;-0.1040;0.0000;71;73;0.0012;-0.0129;0.0032;0.0039;-0.0049;0.0000;0.2598;-0.0795
374.5;0.5371;0.5316;-0.1250;0.0000;71;73;0.0037;-0.0144;0.0032;0.0049;-0.0049;0.0000;0.2598;-0.2090
375.0;0.5380;0.5330;-0.1250;0.0000;73;73;-0.0745;-0.0129;0.0032;0.0049;-0.0049;0.0000;0.2598;-0.1260
375.5;0.5385;0.5343;-0.1405;0.0000;73;75;0.0037;-0.0114;0.0032;0.0059;-0.0049;0.0000;0.2598;-0.2020
376.0;0.5398;0.5357;-0.1745;0.0000;73;75;0.0037;-0.0114;0.0032;0.0068;-0.0049;0.0000;0.2677;-0.3095
376.5;0.5412;0.5371;-0.1960;0.0000;75;77;-0.0720;-0.0114;0.0032;0.0078;-0.0049;0.0000;0.2677;-0.2825
377.0;0.5426;0.5385;-0.2185;0.0000;75;77;0.0842;-0.0114;0.0032;0.0088;-0.0049;0.0000;0.2677;-0.3095
377.5;0.5444;0.5398;-0.2340;0.0000;75;77;-0.0720;-0.0129;0.0032;0.0098;-0.0049;0.0000;0.2677;-0.2945
378.0;0.5462;0.5412;-0.2645;0.0000;75;77;0.0085;-0.0144;0.0032;0.0108;-0.0039;0.0000;0.2756;-0.3875
378.5;0.5476;0.5426;-0.2750;0.0000;75;79;0.0085;-0.0129;0.0032;0.0108;-0.0039;0.0000;0.2756;-0.3165
379.0;0.5495;0.5440;-0.3125;0.0000;75;79;0.0085;-0.0144;0.0032;0.0127;-0.0039;0.0000;0.2756;-0.4635
379.5;0.5513;0.5453;-0.3200;0.0000;75;79;0.0110;-0.0158;0.0018;0.0127;-0.0039;0.0000;0.2756;-0.3485
380.0;0.5531;0.5472;-0.3485;0.0000;75;79;-0.0672;-0.0158;0.0018;0.0137;-0.0039;0.0000;0.2756;-0.4635
380.5;0.5549;0.5485;-0.3420;0.0000;75;79;0.0110;-0.0173;0.0018;0.0137;-0.0039;0.0000;0.2835;-0.3165
381.0;0.5577;0.5504;-0.3370;0.0000;75;79;0.0110;-0.0202;0.0018;0.0137;-0.0039;0.0000;0.2835;-0.3165
381.5;0.5600;0.5517;-0.3435;0.0000;75;79;-0.0672;-0.0217;0.0018;0.0137;-0.0039;0.0000;0.2835;-0.3705
382.0;0.5623;0.5536;-0.3445;0.0000;75;77;0.0110;-0.0231;0.0018;0.0137;-0.0039;0.0000;0.2835;-0.3485
382.5;0.5646;0.5549;-0.3480;0.0000;73;79;0.0891;-0.0246;0.0018;0.0137;-0.0039;0.0000;0.2913;-0.3605
383.0;0.5655;0.5568;-0.3350;0.0000;75;79;0.0891;-0.0231;0.0018;0.0137;-0.0039;0.0000;0.2913;-0.2825
383.5;0.5673;0.5586;-0.3405;0.0000;77;81;0.0110;-0.0231;0.0018;0.0137;-0.0039;0.0000;0.2913;-0.3630
384.0;0.5682;0.5600;-0.3020;0.0000;77;81;0.0085;-0.0202;0.0018;0.0117;-0.0039;0.0000;0.2913;-0.1480
384.5;0.5696;0.5618;-0.2825;0.0000;79;83;0.0085;-0.0202;0.0018;0.0117;-0.0039;0.0000;0.2913;-0.2045
385.0;0.5723;0.5636;-0.2595;0.0000;79;81;-0.0696;-0.0217;0.0018;0.0108;-0.0029;0.0000;0.2992;-0.1675
385.5;0.5746;0.5655;-0.2595;0.0000;79;81;0.0867;-0.0231;0.0018;0.0108;-0.0029;0.0000;0.2992;-0.2605
386.0;0.5760;0.5673;-0.2600;0.0000;79;81;-0.0696;-0.0231;0.0018;0.0108;-0.0029;0.0000;0.2992;-0.2605
386.5;0.5778;0.5691;-0.2805;0.0000;81;83;-0.0696;-0.0217;0.0018;0.0117;-0.0029;0.0000;0.2992;-0.3630
387.0;0.5797;0.5710;-0.3350;0.0000;81;83;0.0110;-0.0231;0.0018;0.0137;-0.0029;0.0000;0.3071;-0.5535
387.5;0.5815;0.5728;-0.3700;0.0000;81;85;-0.0672;-0.0217;0.0018;0.0147;-0.0029;0.0000;0.3071;-0.5095
388.0;0.5829;0.5746;-0.4260;0.0000;81;87;0.0916;-0.0202;0.0018;0.0176;-0.0029;0.0000;0.3071;-0.6490
388.5;0.5842;0.5769;-0.4565;0.0000;83;89;-0.0623;-0.0188;0.0003;0.0186;-0.0029;0.0000;0.3071;-0.5780
389.0;0.5861;0.5788;-0.4910;0.0000;83;91;0.0159;-0.0188;0.0003;0.0205;-0.0029;0.0000;0.3071;-0.6295
389.5;0.5879;0.5806;-0.5065;0.0000;83;91;0.0159;-0.0188;0.0003;0.0205;-0.0029;0.0000;0.3150;-0.5685
390.0;0.5897;0.5829;-0.5030;0.0000;83;91;-0.0623;-0.0173;0.0003;0.0205;-0.0029;0.0000;0.3150;-0.4900
390.5;0.5916;0.5847;-0.4765;0.0000;85;91;0.0159;-0.0173;0.0003;0.0196;-0.0029;0.0000;0.3150;-0.3705
391.0;0.5939;0.5870;-0.4615;0.0000;85;91;0.0159;-0.0188;0.0003;0.0186;-0.0020;0.0000;0.3150;-0.4020
391.5;0.5966;0.5888;-0.4485;0.0000;85;91;0.0134;-0.0188;0.0003;0.0186;-0.0020;0.0000;0.3228;-0.3950
392.0;0.5989;0.5911;-0.4260;0.0000;85;91;0.0134;-0.0202;0.0003;0.0176;-0.0020;0.0000;0.3228;-0.3360
392.5;0.6016;0.5934;-0.4195;0.0000;85;91;0.0134;-0.0217;0.0003;0.0176;-0.0020;0.0000;0.3228;-0.3950
393.0;0.6035;0.5957;-0.4210;0.0000;85;91;0.0916;-0.0217;0.0003;0.0176;-0.0020;0.0000;0.3228;-0.4265
393.5;0.6058;0.5975;-0.4240;0.0000;85;93;0.0134;-0.0217;0.0003;0.0176;-0.0020;0.0000;0.3228;-0.4365
394.0;0.6090;0.5998;-0.4275;0.0000;87;93;-0.0647;-0.0231;0.0003;0.0176;-0.0020;0.0000;0.3307;-0.4415
394.5;0.6108;0.6021;-0.4355;0.0000;87;93;0.0916;-0.0231;0.0003;0.0176;-0.0020;0.0000;0.3307;-0.4680
395.0;0.6131;0.6044;-0.4345;0.0000;87;95;0.0134;-0.0231;0.0003;0.0176;-0.0020;0.0000;0.3307;-0.4290
395.5;0.6154;0.6067;-0.4520;0.0000;87;95;0.0134;-0.0231;0.0003;0.0186;-0.0020;0.0000;0.3307;-0.5220
396.0;0.6177;0.6090;-0.4480;0.0000;87;95;0.0134;-0.0231;0.0003;0.0186;-0.0020;0.0000;0.3386;-0.4315
396.5;0.6204;0.6113;-0.4520;0.0000;87;95;0.0159;-0.0231;0.0003;0.0186;-0.0010;0.0000;0.3386;-0.4680
397.0;0.6227;0.6136;-0.4535;0.0000;89;97;0.0134;-0.0231;0.0003;0.0186;-0.0010;0.0000;0.3386;-0.4610
397.5;0.6250;0.6163;-0.4690;0.0000;89;97;0.0159;-0.0231;-0.0012;0.0196;-0.0010;0.0000;0.3386;-0.5290
398.0;0.6277;0.6186;-0.4675;0.0000;89;97;0.0940;-0.0246;-0.0012;0.0196;-0.0010;0.0000;0.3465;-0.4635
398.5;0.6310;0.6209;-0.4465;0.0000;89;97;-0.0647;-0.0261;-0.0012;0.0186;-0.0010;0.0000;0.3465;-0.3605
399.0;0.6342;0.6236;-0.4525;0.0000;89;97;0.0159;-0.0275;-0.0012;0.0186;-0.0010;0.0000;0.3465;-0.4780
399.5;0.6369;0.6259;-0.4340;0.0000;89;97;0.0916;-0.0275;-0.0012;0.0176;-0.0010;0.0000;0.3465;-0.3605
400.0;0.6392;0.6287;-0.4255;0.0000;89;97;0.0134;-0.0275;-0.0012;0.0176;-0.0010;0.0000;0.3465;-0.3900
400.5;0.6424;0.6310;-0.3995;0.0000;91;97;-0.0647;-0.0290;-0.0012;0.0166;-0.0010;0.0000;0.3543;-0.2970
401.0;0.6456;0.6337;-0.3945;0.0000;91;97;0.0916;-0.0305;-0.0012;0.0156;-0.0010;0.0000;0.3543;-0.3730
401.5;0.6488;0.6364;-0.3750;0.0000;91;97;0.0110;-0.0319;-0.0012;0.0156;-0.0000;0.0000;0.3543;-0.2970
402.0;0.6520;0.6387;-0.3320;0.0000;91;97;0.0891;-0.0334;-0.0012;0.0137;-0.0000;0.0000;0.3543;-0.1605
402.5;0.6548;0.6415;-0.3205;0.0000;91;97;-0.0672;-0.0334;-0.0012;0.0127;-0.0000;0.0000;0.3622;-0.2750
403.0;0.6571;0.6442;-0.2890;0.0000;93;97;0.0085;-0.0334;-0.0012;0.0117;-0.0000;0.0000;0.3622;-0.1625
403.5;0.6593;0.6470;-0.2465;0.0000;93;99;0.0085;-0.0319;-0.0012;0.0098;-0.0000;0.0000;0.3622;-0.0770
404.0;0.6612;0.6497;-0.2165;0.0000;95;99;-0.0720;-0.0290;-0.0026;0.0088;-0.0000;0.0000;0.3622;-0.0970
404.5;0.6635;0.6525;-0.1940;0.0000;97;101;0.0842;-0.0290;-0.0026;0.0078;-0.0000;0.0000;0.3701;-0.1040
405.0;0.6658;0.6552;-0.1835;0.0000;99;103;0.0061;-0.0275;-0.0026;0.0068;-0.0000;0.0000;0.3701;-0.1405
405.5;0.6685;0.6580;-0.1700;0.0000;99;103;-0.0745;-0.0275;-0.0026;0.0068;-0.0000;0.0000;0.3701;-0.1165
406.0;0.6708;0.6607;-0.1935;0.0000;101;103;0.0061;-0.0261;-0.0026;0.0078;-0.0000;0.0000;0.3701;-0.2875
406.5;0.6726;0.6635;-0.2120;0.0000;101;105;0.0061;-0.0231;-0.0026;0.0088;-0.0000;0.0000;0.3701;-0.2850
407.0;0.6758;0.6667;-0.2320;0.0000;101;105;0.0061;-0.0246;-0.0026;0.0088;-0.0000;0.0000;0.3780;-0.3120
407.5;0.6786;0.6694;-0.2580;0.0000;101;107;0.0085;-0.0231;-0.0026;0.0108;-0.0000;0.0000;0.3780;-0.3630
408.0;0.6818;0.6722;-0.2895;0.0000;101;107;0.0085;-0.0246;-0.0026;0.0117;-0.0000;0.0000;0.3780;-0.4145
408.5;0.6854;0.6754;-0.2895;0.0000;101;107;0.0867;-0.0261;-0.0026;0.0117;-0.0000;0.0000;0.3780;-0.2900
409.0;0.6886;0.6781;-0.3105;0.0000;101;107;-0.0696;-0.0261;-0.0026;0.0127;-0.0000;0.0000;0.3858;-0.3950
409.5;0.6918;0.6813;-0.3335;0.0000;101;107;0.0891;-0.0275;-0.0026;0.0137;-0.0000;0.0000;0.3858;-0.4265
410.0;0.6951;0.6845;-0.3435;0.0000;101;109;0.0891;-0.0275;-0.0026;0.0137;-0.0000;0.0000;0.3858;-0.3825
410.5;0.6992;0.6873;-0.3390;0.0000;99;107;0.0110;-0.0305;-0.0026;0.0137;0.0010;0.0000;0.3858;-0.3215
411.0;0.7028;0.6905;-0.3145;0.0000;101;107;-0.0696;-0.0319;-0.0041;0.0127;0.0010;0.0000;0.3937;-0.2165
411.5;0.7060;0.6937;-0.3205;0.0000;101;107;0.0891;-0.0319;-0.0041;0.0127;0.0010;0.0000;0.3937;-0.3435
412.0;0.7102;0.6964;-0.3050;0.0000;101;107;0.0085;-0.0349;-0.0041;0.0127;0.0010;0.0000;0.3937;-0.2435
412.5;0.7129;0.6996;-0.3215;0.0000;101;109;0.0891;-0.0334;-0.0041;0.0127;0.0010;0.0000;0.3937;-0.3875
413.0;0.7161;0.7028;-0.3145;0.0000;103;109;0.0110;-0.0334;-0.0041;0.0127;0.0010;0.0000;0.4016;-0.2875
413.5;0.7193;0.7060;-0.3095;0.0000;103;109;0.0085;-0.0334;-0.0041;0.0127;0.0010;0.0000;0.4016;-0.2900
414.0;0.7216;0.7092;-0.2965;0.0000;105;110;0.0085;-0.0319;-0.0041;0.0117;0.0010;0.0000;0.4016;-0.2435
414.5;0.7239;0.7125;-0.2800;0.0000;107;112;0.0867;-0.0290;-0.0041;0.0117;0.0010;0.0000;0.4016;-0.2140
415.0;0.7266;0.7161;-0.2835;0.0000;107;114;0.0867;-0.0275;-0.0041;0.0117;0.0010;0.0000;0.4094;-0.2970
415.5;0.7289;0.7193;-0.2670;0.0000;109;116;0.0867;-0.0246;-0.0041;0.0108;0.0010;0.0000;0.4094;-0.2020
416.0;0.7321;0.7225;-0.2640;0.0000;110;116;0.0085;-0.0246;-0.0041;0.0108;0.0010;0.0000;0.4094;-0.2505
416.5;0.7353;0.7257;-0.2560;0.0000;110;116;0.0085;-0.0246;-0.0041;0.0098;0.0010;0.0000;0.4094;-0.2240
417.0;0.7395;0.7294;-0.2570;0.0000;109;116;0.0085;-0.0261;-0.0041;0.0108;0.0010;0.0000;0.4173;-0.2630
417.5;0.7431;0.7326;-0.2570;0.0000;109;116;0.0085;-0.0261;-0.0056;0.0108;0.0010;0.0000;0.4173;-0.2555
418.0;0.7463;0.7363;-0.2800;0.0000;109;116;0.0867;-0.0261;-0.0056;0.0117;0.0010;0.0000;0.4173;-0.3730
418.5;0.7509;0.7395;-0.2850;0.0000;109;116;0.0867;-0.0290;-0.0056;0.0117;0.0020;0.0000;0.4173;-0.3045
419.0;0.7546;0.7431;-0.3370;0.0000;109;118;0.0110;-0.0290;-0.0056;0.0137;0.0020;0.0000;0.4252;-0.5440
419.5;0.7582;0.7463;-0.3550;0.0000;110;118;0.0110;-0.0290;-0.0056;0.0147;0.0020;0.0000;0.4252;-0.4290
420.0;0.7619;0.7500;-0.4075;0.0000;109;118;0.0134;-0.0305;-0.0056;0.0166;0.0020;0.0000;0.4252;-0.6170
420.5;0.7656;0.7537;-0.4410;0.0000;109;118;0.0916;-0.0305;-0.0056;0.0176;0.0020;0.0000;0.4252;-0.5755
421.0;0.7692;0.7573;-0.4720;0.0000;109;120;0.0159;-0.0319;-0.0056;0.0196;0.0020;0.0000;0.4252;-0.5950
421.5;0.7738;0.7610;-0.4675;0.0000;109;120;0.0940;-0.0334;-0.0056;0.0196;0.0020;0.0000;0.4331;-0.4485
422.0;0.7779;0.7642;-0.4820;0.0000;109;120;0.0159;-0.0349;-0.0056;0.0196;0.0020;0.0000;0.4331;-0.5415
422.5;0.7816;0.7679;-0.4785;0.0000;110;120;0.0159;-0.0349;-0.0056;0.0196;0.0020;0.0000;0.4331;-0.4635
423.0;0.7857;0.7715;-0.4900;0.0000;110;122;0.0159;-0.0349;-0.0056;0.0205;0.0020;0.0000;0.4331;-0.5365
423.5;0.7898;0.7756;-0.4675;0.0000;110;122;0.0940;-0.0363;-0.0070;0.0196;0.0020;0.0000;0.4409;-0.3780
424.0;0.7940;0.7793;-0.4295;0.0000;110;120;-0.0647;-0.0378;-0.0070;0.0176;0.0029;0.0000;0.4409;-0.2775
424.5;0.7981;0.7830;-0.4605;0.0000;110;122;0.0940;-0.0393;-0.0070;0.0186;0.0029;0.0000;0.4409;-0.5830
425.0;0.8022;0.7866;-0.4225;0.0000;110;122;0.0134;-0.0393;-0.0070;0.0176;0.0029;0.0000;0.4409;-0.2700
425.5;0.8059;0.7903;-0.4375;0.0000;112;122;0.0916;-0.0393;-0.0070;0.0176;0.0029;0.0000;0.4488;-0.4975
426.0;0.8091;0.7944;-0.3905;0.0000;114;124;0.0134;-0.0378;-0.0070;0.0156;0.0029;0.0000;0.4488;-0.2045
426.5;0.8132;0.7981;-0.3905;0.0000;114;124;0.0134;-0.0378;-0.0070;0.0156;0.0029;0.0000;0.4488;-0.3900
427.0;0.8173;0.8022;-0.3370;0.0000;114;124;0.0891;-0.0378;-0.0070;0.0137;0.0029;0.0000;0.4488;-0.1235
427.5;0.8201;0.8059;-0.3375;0.0000;116;126;-0.0672;-0.0363;-0.0070;0.0137;0.0029;0.0000;0.4567;-0.3385
428.0;0.8237;0.8100;-0.3140;0.0000;118;126;0.0891;-0.0349;-0.0070;0.0127;0.0029;0.0000;0.4567;-0.2215
428.5;0.8283;0.8136;-0.3320;0.0000;118;126;0.0110;-0.0363;-0.0085;0.0137;0.0029;0.0000;0.4567;-0.4020
429.0;0.8320;0.8178;-0.2835;0.0000;118;126;0.0085;-0.0363;-0.0085;0.0117;0.0029;0.0000;0.4567;-0.0895
429.5;0.8361;0.8219;-0.2500;0.0000;120;128;0.0867;-0.0363;-0.0085;0.0098;0.0029;0.0000;0.4646;-0.1165
430.0;0.8402;0.8255;-0.2850;0.0000;120;128;-0.0696;-0.0378;-0.0085;0.0117;0.0029;0.0000;0.4646;-0.4240
430.5;0.8448;0.8297;-0.2500;0.0000;120;128;0.0867;-0.0378;-0.0085;0.0098;0.0039;0.0000;0.4646;-0.1115
431.0;0.8494;0.8338;-0.2745;0.0000;118;126;0.0085;-0.0407;-0.0085;0.0108;0.0039;0.0000;0.4646;-0.3730
431.5;0.8535;0.8379;-0.2360;0.0000;120;126;0.0061;-0.0393;-0.0085;0.0098;0.0039;0.0000;0.4646;-0.0820
432.0;0.8571;0.8416;-0.2565;0.0000;120;128;0.0085;-0.0393;-0.0085;0.0108;0.0039;0.0000;0.4646;-0.3385
432.5;0.8613;0.8457;-0.2220;0.0000;120;128;0.0842;-0.0393;-0.0085;0.0088;0.0039;0.0000;0.4646;-0.0845
433.0;0.8640;0.8498;-0.2305;0.0000;122;130;0.0061;-0.0363;-0.0100;0.0088;0.0039;0.0000;0.4646;-0.2630
433.5;0.8681;0.8539;-0.2510;0.0000;122;132;0.0085;-0.0363;-0.0100;0.0098;0.0039;0.0000;0.4646;-0.3340
434.0;0.8727;0.8576;-0.2225;0.0000;122;130;0.0061;-0.0378;-0.0100;0.0088;0.0039;0.0000;0.4646;-0.1090
434.5;0.8768;0.8617;-0.2295;0.0000;122;128;-0.0720;-0.0378;-0.0100;0.0088;0.0039;0.0000;0.4646;-0.2580
435.0;0.8814;0.8658;-0.2230;0.0000;122;128;0.0061;-0.0393;-0.0100;0.0088;0.0039;0.0000;0.4646;-0.1970
435.5;0.8855;0.8700;-0.2675;0.0000;120;130;0.0867;-0.0393;-0.0100;0.0108;0.0039;0.0000;0.4646;-0.4435
436.0;0.8897;0.8736;-0.2385;0.0000;122;130;0.0061;-0.0407;-0.0100;0.0098;0.0039;0.0000;0.4646;-0.1235
436.5;0.8942;0.8777;-0.2930;0.0000;122;130;-0.0696;-0.0422;-0.0100;0.0117;0.0039;0.0000;0.4646;-0.5095
437.0;0.8974;0.8819;-0.2365;0.0000;122;130;0.0061;-0.0393;-0.0100;0.0098;0.0039;0.0000;0.4724;-0.0110
437.5;0.9011;0.8860;-0.2205;0.0000;124;132;0.0061;-0.0393;-0.0100;0.0088;0.0039;0.0000;0.4724;-0.1580
438.0;0.9048;0.8897;-0.1775;0.0000;124;130;-0.0745;-0.0378;-0.0114;0.0068;0.0039;0.0000;0.4724;-0.0040
438.5;0.9084;0.8938;-0.1640;0.0000;126;132;0.0037;-0.0378;-0.0114;0.0068;0.0039;0.0000;0.4724;-0.1115
439.0;0.9125;0.8979;-0.1840;0.0000;126;132;0.0061;-0.0378;-0.0114;0.0068;0.0039;0.0000;0.4724;-0.2630
439.5;0.9176;0.9016;-0.1090;0.0000;126;128;-0.0745;-0.0393;-0.0114;0.0039;0.0039;0.0000;0.4724;0.1915
440.0;0.9222;0.9057;-0.1020;0.0000;126;128;0.0012;-0.0422;-0.0114;0.0039;0.0039;0.0000;0.4724;-0.0750
440.5;0.9267;0.9098;-0.0400;0.0000;126;128;0.0012;-0.0422;-0.0114;0.0010;0.0039;0.0000;0.4724;0.2085
441.0;0.9313;0.9139;-0.0635;0.0000;126;126;-0.0769;-0.0451;-0.0114;0.0020;0.0039;0.0000;0.4724;-0.1580
441.5;0.9364;0.9176;-0.0235;0.0000;124;126;-0.0012;-0.0466;-0.0114;0.0010;0.0039;0.0000;0.4724;0.1355
442.0;0.9409;0.9217;-0.0625;0.0000;124;126;-0.0769;-0.0495;-0.0114;0.0020;0.0039;0.0000;0.4724;-0.2165
442.5;0.9451;0.9258;-0.0360;0.0000;124;126;0.0012;-0.0495;-0.0129;0.0010;0.0039;0.0000;0.4724;0.0695
443.0;0.9492;0.9299;-0.0200;0.0000;124;126;-0.0012;-0.0481;-0.0129;-0.0000;0.0039;0.0000;0.4724;0.0425
443.5;0.9528;0.9336;0.0060;0.0000;126;128;-0.0794;-0.0481;-0.0129;-0.0010;0.0039;0.0000;0.4724;0.1110
444.0;0.9560;0.9377;0.0000;0.0000;128;128;-0.0012;-0.0466;-0.0129;-0.0010;0.0039;0.0000;0.4724;-0.0235
444.5;0.9602;0.9418;-0.0480;0.0000;128;128;-0.0769;-0.0466;-0.0129;0.0020;0.0039;0.0000;0.4724;-0.2410
445.0;0.9643;0.9460;-0.0325;0.0000;128;130;-0.0012;-0.0466;-0.0129;0.0010;0.0039;0.0000;0.4724;0.0305
445.5;0.9675;0.9496;-0.0895;0.0000;128;132;0.0012;-0.0451;-0.0129;0.0029;0.0039;0.0000;0.4724;-0.3165
446.0;0.9707;0.9538;-0.0785;0.0000;130;132;-0.1551;-0.0437;-0.0129;0.0029;0.0049;0.0000;0.4724;-0.0355
446.5;0.9739;0.9579;-0.1355;0.0000;130;134;-0.0745;-0.0422;-0.0144;0.0049;0.0049;0.0000;0.4803;-0.3630
447.0;0.9771;0.9620;-0.1305;0.0000;132;136;0.0037;-0.0393;-0.0144;0.0049;0.0049;0.0000;0.4803;-0.1115
447.5;0.9808;0.9657;-0.1810;0.0000;132;136;-0.0720;-0.0378;-0.0144;0.0068;0.0049;0.0000;0.4803;-0.3825
448.0;0.9840;0.9698;-0.1500;0.0000;134;136;-0.0745;-0.0363;-0.0144;0.0059;0.0049;0.0000;0.4803;-0.0260
